Col,Row,Year,Date,CensusN
G,10,1,9/18/19,1.15
G,11,1,9/18/19,1.15
G,12,1,9/18/19,1.15
G,13,1,9/18/19,1.15
H,1,1,9/18/19,1.15
H,2,1,9/18/19,1.15
H,4,1,9/18/19,1.15
H,5,1,9/18/19,1.15
H,6,1,9/18/19,1.15
H,7,1,9/18/19,1.15
H,8,1,9/18/19,1.15
H,9,1,9/18/19,1.15
H,10,1,9/18/19,1.15
H,11,1,9/18/19,1.15
H,12,1,9/18/19,1.15
I,1,1,9/18/19,1.15
I,3,1,9/18/19,1.15
I,4,1,9/18/19,1.15
I,5,1,9/18/19,1.15
I,6,1,9/18/19,1.15
I,7,1,9/18/19,1.15
I,8,1,9/18/19,1.15
I,9,1,9/18/19,1.15
I,10,1,9/18/19,1.15
I,11,1,9/18/19,1.15
I,12,1,9/18/19,1.15
J,2,1,9/18/19,1.15
J,3,1,9/18/19,1.15
J,4,1,9/18/19,1.15
J,5,1,9/18/19,1.15
J,6,1,9/18/19,1.15
J,7,1,9/18/19,1.15
J,8,1,9/18/19,1.15
J,9,1,9/18/19,1.15
J,10,1,9/18/19,1.15
J,11,1,9/18/19,1.15
J,12,1,9/18/19,1.15
K,1,1,9/18/19,1.15
K,2,1,9/18/19,1.15
K,3,1,9/18/19,1.15
K,4,1,9/18/19,1.15
K,5,1,9/18/19,1.15
K,6,1,9/18/19,1.15
K,7,1,9/18/19,1.15
K,8,1,9/18/19,1.15
K,9,1,9/18/19,1.15
K,10,1,9/18/19,1.15
K,11,1,9/18/19,1.15
K,12,1,9/18/19,1.15
K,13,1,9/18/19,1.15
L,1,1,9/18/19,1.15
L,2,1,9/18/19,1.15
L,3,1,9/18/19,1.15
L,4,1,9/18/19,1.15
L,5,1,9/18/19,1.15
L,6,1,9/18/19,1.15
L,7,1,9/18/19,1.15
L,8,1,9/18/19,1.15
L,9,1,9/18/19,1.15
L,10,1,9/18/19,1.15
L,11,1,9/18/19,1.15
L,12,1,9/18/19,1.15
L,13,1,9/18/19,1.15
M,1,1,9/18/19,1.15
M,2,1,9/18/19,1.15
M,3,1,9/18/19,1.15
M,4,1,9/18/19,1.15
M,5,1,9/18/19,1.15
M,6,1,9/18/19,1.15
M,8,1,9/18/19,1.15
M,9,1,9/18/19,1.15
M,10,1,9/18/19,1.15
M,11,1,9/18/19,1.15
M,12,1,9/18/19,1.15
M,13,1,9/18/19,1.15
A,0,1,9/25/19,1.16
A,1,1,9/25/19,1.16
A,2,1,9/25/19,1.16
A,3,1,9/25/19,1.16
A,4,1,9/25/19,1.16
A,5,1,9/25/19,1.16
A,6,1,9/25/19,1.16
A,7,1,9/25/19,1.16
A,8,1,9/25/19,1.16
A,9,1,9/25/19,1.16
A,10,1,9/25/19,1.16
A,11,1,9/25/19,1.16
A,12,1,9/25/19,1.16
B,0,1,9/25/19,1.16
B,1,1,9/25/19,1.16
B,2,1,9/25/19,1.16
B,3,1,9/25/19,1.16
B,4,1,9/25/19,1.16
B,5,1,9/25/19,1.16
B,6,1,9/25/19,1.16
B,7,1,9/25/19,1.16
B,8,1,9/25/19,1.16
B,9,1,9/25/19,1.16
B,10,1,9/25/19,1.16
B,11,1,9/25/19,1.16
B,12,1,9/25/19,1.16
B,13,1,9/25/19,1.16
C,0,1,9/25/19,1.16
C,1,1,9/25/19,1.16
C,2,1,9/25/19,1.16
C,3,1,9/25/19,1.16
C,4,1,9/25/19,1.16
C,5,1,9/25/19,1.16
C,6,1,9/25/19,1.16
C,7,1,9/25/19,1.16
C,9,1,9/25/19,1.16
C,10,1,9/25/19,1.16
C,11,1,9/25/19,1.16
C,12,1,9/25/19,1.16
C,13,1,9/25/19,1.16
D,0,1,9/25/19,1.16
D,1,1,9/25/19,1.16
D,2,1,9/25/19,1.16
D,3,1,9/25/19,1.16
D,4,1,9/25/19,1.16
D,5,1,9/25/19,1.16
D,6,1,9/25/19,1.16
D,8,1,9/25/19,1.16
D,9,1,9/25/19,1.16
D,10,1,9/25/19,1.16
D,11,1,9/25/19,1.16
D,12,1,9/25/19,1.16
D,13,1,9/25/19,1.16
E,1,1,9/25/19,1.16
E,2,1,9/25/19,1.16
E,3,1,9/25/19,1.16
E,4,1,9/25/19,1.16
E,5,1,9/25/19,1.16
E,7,1,9/25/19,1.16
E,8,1,9/25/19,1.16
E,9,1,9/25/19,1.16
E,10,1,9/25/19,1.16
E,11,1,9/25/19,1.16
E,12,1,9/25/19,1.16
E,13,1,9/25/19,1.16
F,1,1,9/25/19,1.16
F,2,1,9/25/19,1.16
F,3,1,9/25/19,1.16
F,4,1,9/25/19,1.16
F,6,1,9/25/19,1.16
F,7,1,9/25/19,1.16
F,8,1,9/25/19,1.16
F,9,1,9/25/19,1.16
F,10,1,9/25/19,1.16
F,11,1,9/25/19,1.16
F,12,1,9/25/19,1.16
F,13,1,9/25/19,1.16
G,1,1,9/25/19,1.16
G,2,1,9/25/19,1.16
G,3,1,9/25/19,1.16
G,5,1,9/25/19,1.16
G,6,1,9/25/19,1.16
G,7,1,9/25/19,1.16
G,8,1,9/25/19,1.16
G,9,1,9/25/19,1.16
G,10,1,9/25/19,1.16
G,11,1,9/25/19,1.16
G,12,1,9/25/19,1.16
G,13,1,9/25/19,1.16
H,1,1,9/25/19,1.16
H,2,1,9/25/19,1.16
H,4,1,9/25/19,1.16
H,5,1,9/25/19,1.16
H,6,1,9/25/19,1.16
H,7,1,9/25/19,1.16
H,8,1,9/25/19,1.16
H,9,1,9/25/19,1.16
H,10,1,9/25/19,1.16
H,11,1,9/25/19,1.16
H,12,1,9/25/19,1.16
I,1,1,9/25/19,1.16
I,3,1,9/25/19,1.16
I,4,1,9/25/19,1.16
I,5,1,9/25/19,1.16
I,6,1,9/25/19,1.16
I,7,1,9/25/19,1.16
I,8,1,9/25/19,1.16
I,9,1,9/25/19,1.16
I,10,1,9/25/19,1.16
I,11,1,9/25/19,1.16
I,12,1,9/25/19,1.16
J,2,1,9/25/19,1.16
J,3,1,9/25/19,1.16
J,4,1,9/25/19,1.16
J,5,1,9/25/19,1.16
J,6,1,9/25/19,1.16
J,7,1,9/25/19,1.16
J,8,1,9/25/19,1.16
J,9,1,9/25/19,1.16
J,10,1,9/25/19,1.16
J,11,1,9/25/19,1.16
J,12,1,9/25/19,1.16
K,1,1,9/25/19,1.16
K,2,1,9/25/19,1.16
K,3,1,9/25/19,1.16
K,4,1,9/25/19,1.16
K,5,1,9/25/19,1.16
K,6,1,9/25/19,1.16
K,7,1,9/25/19,1.16
K,8,1,9/25/19,1.16
K,9,1,9/25/19,1.16
K,10,1,9/25/19,1.16
K,11,1,9/25/19,1.16
K,12,1,9/25/19,1.16
K,13,1,9/25/19,1.16
L,1,1,9/25/19,1.16
L,2,1,9/25/19,1.16
L,3,1,9/25/19,1.16
L,4,1,9/25/19,1.16
L,5,1,9/25/19,1.16
L,6,1,9/25/19,1.16
L,7,1,9/25/19,1.16
L,8,1,9/25/19,1.16
L,9,1,9/25/19,1.16
L,10,1,9/25/19,1.16
L,11,1,9/25/19,1.16
L,12,1,9/25/19,1.16
L,13,1,9/25/19,1.16
M,1,1,9/25/19,1.16
M,2,1,9/25/19,1.16
M,3,1,9/25/19,1.16
M,4,1,9/25/19,1.16
M,5,1,9/25/19,1.16
M,6,1,9/25/19,1.16
M,8,1,9/25/19,1.16
M,9,1,9/25/19,1.16
M,10,1,9/25/19,1.16
M,11,1,9/25/19,1.16
M,12,1,9/25/19,1.16
M,13,1,9/25/19,1.16
A,0,1,10/2/19,1.17
A,1,1,10/2/19,1.17
A,2,1,10/2/19,1.17
A,3,1,10/2/19,1.17
A,4,1,10/2/19,1.17
A,5,1,10/2/19,1.17
A,6,1,10/2/19,1.17
A,7,1,10/2/19,1.17
A,8,1,10/2/19,1.17
A,9,1,10/2/19,1.17
A,10,1,10/2/19,1.17
A,11,1,10/2/19,1.17
A,12,1,10/2/19,1.17
B,0,1,10/2/19,1.17
B,1,1,10/2/19,1.17
B,2,1,10/2/19,1.17
B,3,1,10/2/19,1.17
B,4,1,10/2/19,1.17
B,5,1,10/2/19,1.17
B,6,1,10/2/19,1.17
B,7,1,10/2/19,1.17
B,8,1,10/2/19,1.17
B,9,1,10/2/19,1.17
B,10,1,10/2/19,1.17
B,11,1,10/2/19,1.17
B,12,1,10/2/19,1.17
B,13,1,10/2/19,1.17
C,0,1,10/2/19,1.17
C,1,1,10/2/19,1.17
C,2,1,10/2/19,1.17
C,3,1,10/2/19,1.17
C,4,1,10/2/19,1.17
C,5,1,10/2/19,1.17
C,6,1,10/2/19,1.17
C,7,1,10/2/19,1.17
C,9,1,10/2/19,1.17
C,10,1,10/2/19,1.17
C,11,1,10/2/19,1.17
C,12,1,10/2/19,1.17
C,13,1,10/2/19,1.17
D,0,1,10/2/19,1.17
D,1,1,10/2/19,1.17
D,2,1,10/2/19,1.17
D,3,1,10/2/19,1.17
D,4,1,10/2/19,1.17
D,5,1,10/2/19,1.17
D,6,1,10/2/19,1.17
D,8,1,10/2/19,1.17
D,9,1,10/2/19,1.17
D,10,1,10/2/19,1.17
D,11,1,10/2/19,1.17
D,12,1,10/2/19,1.17
D,13,1,10/2/19,1.17
E,1,1,10/2/19,1.17
E,2,1,10/2/19,1.17
E,3,1,10/2/19,1.17
E,4,1,10/2/19,1.17
E,5,1,10/2/19,1.17
E,7,1,10/2/19,1.17
E,8,1,10/2/19,1.17
E,9,1,10/2/19,1.17
E,10,1,10/2/19,1.17
E,11,1,10/2/19,1.17
E,12,1,10/2/19,1.17
E,13,1,10/2/19,1.17
F,1,1,10/2/19,1.17
F,2,1,10/2/19,1.17
F,3,1,10/2/19,1.17
F,4,1,10/2/19,1.17
F,6,1,10/2/19,1.17
F,7,1,10/2/19,1.17
F,8,1,10/2/19,1.17
F,9,1,10/2/19,1.17
F,10,1,10/2/19,1.17
F,11,1,10/2/19,1.17
F,12,1,10/2/19,1.17
F,13,1,10/2/19,1.17
G,1,1,10/2/19,1.17
G,2,1,10/2/19,1.17
G,3,1,10/2/19,1.17
G,5,1,10/2/19,1.17
G,6,1,10/2/19,1.17
G,7,1,10/2/19,1.17
G,8,1,10/2/19,1.17
G,9,1,10/2/19,1.17
G,10,1,10/2/19,1.17
G,11,1,10/2/19,1.17
G,12,1,10/2/19,1.17
G,13,1,10/2/19,1.17
H,1,1,10/2/19,1.17
H,2,1,10/2/19,1.17
H,4,1,10/2/19,1.17
H,5,1,10/2/19,1.17
H,6,1,10/2/19,1.17
H,7,1,10/2/19,1.17
H,8,1,10/2/19,1.17
H,9,1,10/2/19,1.17
H,10,1,10/2/19,1.17
H,11,1,10/2/19,1.17
H,12,1,10/2/19,1.17
I,1,1,10/2/19,1.17
I,3,1,10/2/19,1.17
I,4,1,10/2/19,1.17
I,5,1,10/2/19,1.17
I,6,1,10/2/19,1.17
I,7,1,10/2/19,1.17
I,8,1,10/2/19,1.17
I,9,1,10/2/19,1.17
I,10,1,10/2/19,1.17
I,11,1,10/2/19,1.17
I,12,1,10/2/19,1.17
J,2,1,10/2/19,1.17
J,3,1,10/2/19,1.17
J,4,1,10/2/19,1.17
J,5,1,10/2/19,1.17
J,6,1,10/2/19,1.17
J,7,1,10/2/19,1.17
J,8,1,10/2/19,1.17
J,9,1,10/2/19,1.17
J,10,1,10/2/19,1.17
J,11,1,10/2/19,1.17
J,12,1,10/2/19,1.17
K,1,1,10/2/19,1.17
K,2,1,10/2/19,1.17
K,3,1,10/2/19,1.17
K,4,1,10/2/19,1.17
K,5,1,10/2/19,1.17
K,6,1,10/2/19,1.17
K,7,1,10/2/19,1.17
K,8,1,10/2/19,1.17
K,9,1,10/2/19,1.17
K,10,1,10/2/19,1.17
K,11,1,10/2/19,1.17
K,12,1,10/2/19,1.17
K,13,1,10/2/19,1.17
L,1,1,10/2/19,1.17
L,2,1,10/2/19,1.17
L,3,1,10/2/19,1.17
L,4,1,10/2/19,1.17
L,5,1,10/2/19,1.17
L,6,1,10/2/19,1.17
L,7,1,10/2/19,1.17
L,8,1,10/2/19,1.17
L,9,1,10/2/19,1.17
L,10,1,10/2/19,1.17
L,11,1,10/2/19,1.17
L,12,1,10/2/19,1.17
L,13,1,10/2/19,1.17
M,1,1,10/2/19,1.17
M,2,1,10/2/19,1.17
M,3,1,10/2/19,1.17
M,4,1,10/2/19,1.17
M,5,1,10/2/19,1.17
M,6,1,10/2/19,1.17
M,8,1,10/2/19,1.17
M,9,1,10/2/19,1.17
M,10,1,10/2/19,1.17
M,11,1,10/2/19,1.17
M,12,1,10/2/19,1.17
M,13,1,10/2/19,1.17
A,0,1,10/9/19,1.18
A,1,1,10/9/19,1.18
A,2,1,10/9/19,1.18
A,3,1,10/9/19,1.18
A,4,1,10/9/19,1.18
A,5,1,10/9/19,1.18
A,6,1,10/9/19,1.18
A,7,1,10/9/19,1.18
A,8,1,10/9/19,1.18
A,9,1,10/9/19,1.18
A,10,1,10/9/19,1.18
A,11,1,10/9/19,1.18
A,12,1,10/9/19,1.18
B,0,1,10/9/19,1.18
B,1,1,10/9/19,1.18
B,2,1,10/9/19,1.18
B,3,1,10/9/19,1.18
B,4,1,10/9/19,1.18
B,5,1,10/9/19,1.18
B,6,1,10/9/19,1.18
B,7,1,10/9/19,1.18
B,8,1,10/9/19,1.18
B,9,1,10/9/19,1.18
B,10,1,10/9/19,1.18
B,11,1,10/9/19,1.18
B,12,1,10/9/19,1.18
B,13,1,10/9/19,1.18
C,0,1,10/9/19,1.18
C,1,1,10/9/19,1.18
C,2,1,10/9/19,1.18
C,3,1,10/9/19,1.18
C,4,1,10/9/19,1.18
C,5,1,10/9/19,1.18
C,6,1,10/9/19,1.18
C,7,1,10/9/19,1.18
C,9,1,10/9/19,1.18
C,10,1,10/9/19,1.18
C,11,1,10/9/19,1.18
C,12,1,10/9/19,1.18
C,13,1,10/9/19,1.18
D,0,1,10/9/19,1.18
D,1,1,10/9/19,1.18
D,2,1,10/9/19,1.18
D,3,1,10/9/19,1.18
D,4,1,10/9/19,1.18
D,5,1,10/9/19,1.18
D,6,1,10/9/19,1.18
D,8,1,10/9/19,1.18
D,9,1,10/9/19,1.18
D,10,1,10/9/19,1.18
D,11,1,10/9/19,1.18
D,12,1,10/9/19,1.18
D,13,1,10/9/19,1.18
E,1,1,10/9/19,1.18
E,2,1,10/9/19,1.18
E,3,1,10/9/19,1.18
E,4,1,10/9/19,1.18
E,5,1,10/9/19,1.18
E,7,1,10/9/19,1.18
E,8,1,10/9/19,1.18
E,9,1,10/9/19,1.18
E,10,1,10/9/19,1.18
E,11,1,10/9/19,1.18
E,12,1,10/9/19,1.18
E,13,1,10/9/19,1.18
F,1,1,10/9/19,1.18
F,2,1,10/9/19,1.18
F,3,1,10/9/19,1.18
F,4,1,10/9/19,1.18
F,6,1,10/9/19,1.18
F,7,1,10/9/19,1.18
F,8,1,10/9/19,1.18
F,9,1,10/9/19,1.18
F,10,1,10/9/19,1.18
F,11,1,10/9/19,1.18
F,12,1,10/9/19,1.18
F,13,1,10/9/19,1.18
G,1,1,10/9/19,1.18
G,2,1,10/9/19,1.18
G,3,1,10/9/19,1.18
G,5,1,10/9/19,1.18
G,6,1,10/9/19,1.18
G,7,1,10/9/19,1.18
G,8,1,10/9/19,1.18
G,9,1,10/9/19,1.18
G,10,1,10/9/19,1.18
G,11,1,10/9/19,1.18
G,12,1,10/9/19,1.18
G,13,1,10/9/19,1.18
H,1,1,10/9/19,1.18
H,2,1,10/9/19,1.18
H,4,1,10/9/19,1.18
H,5,1,10/9/19,1.18
H,6,1,10/9/19,1.18
H,7,1,10/9/19,1.18
H,8,1,10/9/19,1.18
H,9,1,10/9/19,1.18
H,10,1,10/9/19,1.18
H,11,1,10/9/19,1.18
H,12,1,10/9/19,1.18
I,1,1,10/9/19,1.18
I,3,1,10/9/19,1.18
I,4,1,10/9/19,1.18
I,5,1,10/9/19,1.18
I,6,1,10/9/19,1.18
I,7,1,10/9/19,1.18
I,8,1,10/9/19,1.18
I,9,1,10/9/19,1.18
I,10,1,10/9/19,1.18
I,11,1,10/9/19,1.18
I,12,1,10/9/19,1.18
J,2,1,10/9/19,1.18
J,3,1,10/9/19,1.18
J,4,1,10/9/19,1.18
J,5,1,10/9/19,1.18
J,6,1,10/9/19,1.18
J,7,1,10/9/19,1.18
J,8,1,10/9/19,1.18
J,9,1,10/9/19,1.18
J,10,1,10/9/19,1.18
J,11,1,10/9/19,1.18
J,12,1,10/9/19,1.18
K,1,1,10/9/19,1.18
K,2,1,10/9/19,1.18
K,3,1,10/9/19,1.18
K,4,1,10/9/19,1.18
K,5,1,10/9/19,1.18
K,6,1,10/9/19,1.18
K,7,1,10/9/19,1.18
K,8,1,10/9/19,1.18
K,9,1,10/9/19,1.18
K,10,1,10/9/19,1.18
K,11,1,10/9/19,1.18
K,12,1,10/9/19,1.18
K,13,1,10/9/19,1.18
L,1,1,10/9/19,1.18
L,2,1,10/9/19,1.18
L,3,1,10/9/19,1.18
L,4,1,10/9/19,1.18
L,5,1,10/9/19,1.18
L,6,1,10/9/19,1.18
L,7,1,10/9/19,1.18
L,8,1,10/9/19,1.18
L,9,1,10/9/19,1.18
L,10,1,10/9/19,1.18
L,11,1,10/9/19,1.18
L,12,1,10/9/19,1.18
L,13,1,10/9/19,1.18
M,1,1,10/9/19,1.18
M,2,1,10/9/19,1.18
M,3,1,10/9/19,1.18
M,4,1,10/9/19,1.18
M,5,1,10/9/19,1.18
M,6,1,10/9/19,1.18
M,8,1,10/9/19,1.18
M,9,1,10/9/19,1.18
M,10,1,10/9/19,1.18
M,11,1,10/9/19,1.18
M,12,1,10/9/19,1.18
M,13,1,10/9/19,1.18
A,0,1,10/18/19,1.19
A,1,1,10/18/19,1.19
A,2,1,10/18/19,1.19
A,3,1,10/18/19,1.19
A,4,1,10/18/19,1.19
A,5,1,10/18/19,1.19
A,6,1,10/18/19,1.19
A,7,1,10/18/19,1.19
A,8,1,10/18/19,1.19
A,9,1,10/18/19,1.19
A,10,1,10/18/19,1.19
A,11,1,10/18/19,1.19
A,12,1,10/18/19,1.19
B,0,1,10/18/19,1.19
B,1,1,10/18/19,1.19
B,2,1,10/18/19,1.19
B,3,1,10/18/19,1.19
B,4,1,10/18/19,1.19
B,5,1,10/18/19,1.19
B,6,1,10/18/19,1.19
B,7,1,10/18/19,1.19
B,8,1,10/18/19,1.19
B,9,1,10/18/19,1.19
B,10,1,10/18/19,1.19
B,11,1,10/18/19,1.19
B,12,1,10/18/19,1.19
B,13,1,10/18/19,1.19
C,0,1,10/18/19,1.19
C,1,1,10/18/19,1.19
C,2,1,10/18/19,1.19
C,3,1,10/18/19,1.19
C,4,1,10/18/19,1.19
C,5,1,10/18/19,1.19
C,6,1,10/18/19,1.19
C,7,1,10/18/19,1.19
C,9,1,10/18/19,1.19
C,10,1,10/18/19,1.19
C,11,1,10/18/19,1.19
C,12,1,10/18/19,1.19
C,13,1,10/18/19,1.19
D,0,1,10/18/19,1.19
D,1,1,10/18/19,1.19
D,2,1,10/18/19,1.19
D,3,1,10/18/19,1.19
D,4,1,10/18/19,1.19
D,5,1,10/18/19,1.19
D,6,1,10/18/19,1.19
D,8,1,10/18/19,1.19
D,9,1,10/18/19,1.19
D,10,1,10/18/19,1.19
D,11,1,10/18/19,1.19
D,12,1,10/18/19,1.19
D,13,1,10/18/19,1.19
E,1,1,10/18/19,1.19
E,2,1,10/18/19,1.19
E,3,1,10/18/19,1.19
E,4,1,10/18/19,1.19
E,5,1,10/18/19,1.19
E,7,1,10/18/19,1.19
E,8,1,10/18/19,1.19
E,9,1,10/18/19,1.19
E,10,1,10/18/19,1.19
E,11,1,10/18/19,1.19
E,12,1,10/18/19,1.19
E,13,1,10/18/19,1.19
F,1,1,10/18/19,1.19
F,2,1,10/18/19,1.19
F,3,1,10/18/19,1.19
F,4,1,10/18/19,1.19
F,6,1,10/18/19,1.19
F,7,1,10/18/19,1.19
F,8,1,10/18/19,1.19
F,9,1,10/18/19,1.19
F,10,1,10/18/19,1.19
F,11,1,10/18/19,1.19
F,12,1,10/18/19,1.19
F,13,1,10/18/19,1.19
G,1,1,10/18/19,1.19
G,2,1,10/18/19,1.19
G,3,1,10/18/19,1.19
G,5,1,10/18/19,1.19
G,6,1,10/18/19,1.19
G,7,1,10/18/19,1.19
G,8,1,10/18/19,1.19
G,9,1,10/18/19,1.19
G,10,1,10/18/19,1.19
G,11,1,10/18/19,1.19
G,12,1,10/18/19,1.19
G,13,1,10/18/19,1.19
H,1,1,10/18/19,1.19
H,2,1,10/18/19,1.19
H,4,1,10/18/19,1.19
H,5,1,10/18/19,1.19
H,6,1,10/18/19,1.19
H,7,1,10/18/19,1.19
H,8,1,10/18/19,1.19
H,9,1,10/18/19,1.19
H,10,1,10/18/19,1.19
H,11,1,10/18/19,1.19
H,12,1,10/18/19,1.19
I,1,1,10/18/19,1.19
I,3,1,10/18/19,1.19
I,4,1,10/18/19,1.19
I,5,1,10/18/19,1.19
I,6,1,10/18/19,1.19
I,7,1,10/18/19,1.19
I,8,1,10/18/19,1.19
I,9,1,10/18/19,1.19
I,10,1,10/18/19,1.19
I,11,1,10/18/19,1.19
I,12,1,10/18/19,1.19
J,2,1,10/18/19,1.19
J,3,1,10/18/19,1.19
J,4,1,10/18/19,1.19
J,5,1,10/18/19,1.19
J,6,1,10/18/19,1.19
J,7,1,10/18/19,1.19
J,8,1,10/18/19,1.19
J,9,1,10/18/19,1.19
J,10,1,10/18/19,1.19
J,11,1,10/18/19,1.19
J,12,1,10/18/19,1.19
K,1,1,10/18/19,1.19
K,2,1,10/18/19,1.19
K,3,1,10/18/19,1.19
K,4,1,10/18/19,1.19
K,5,1,10/18/19,1.19
K,6,1,10/18/19,1.19
K,7,1,10/18/19,1.19
K,8,1,10/18/19,1.19
K,9,1,10/18/19,1.19
K,10,1,10/18/19,1.19
K,11,1,10/18/19,1.19
K,12,1,10/18/19,1.19
K,13,1,10/18/19,1.19
L,1,1,10/18/19,1.19
L,2,1,10/18/19,1.19
L,3,1,10/18/19,1.19
L,4,1,10/18/19,1.19
L,5,1,10/18/19,1.19
L,6,1,10/18/19,1.19
L,7,1,10/18/19,1.19
L,8,1,10/18/19,1.19
L,9,1,10/18/19,1.19
L,10,1,10/18/19,1.19
L,11,1,10/18/19,1.19
L,12,1,10/18/19,1.19
L,13,1,10/18/19,1.19
M,1,1,10/18/19,1.19
M,2,1,10/18/19,1.19
M,3,1,10/18/19,1.19
M,4,1,10/18/19,1.19
M,5,1,10/18/19,1.19
M,6,1,10/18/19,1.19
M,8,1,10/18/19,1.19
M,9,1,10/18/19,1.19
M,10,1,10/18/19,1.19
M,11,1,10/18/19,1.19
M,12,1,10/18/19,1.19
M,13,1,10/18/19,1.19
A,0,1,10/23/19,1.2
A,1,1,10/23/19,1.2
A,2,1,10/23/19,1.2
A,3,1,10/23/19,1.2
A,4,1,10/23/19,1.2
A,5,1,10/23/19,1.2
A,6,1,10/23/19,1.2
A,7,1,10/23/19,1.2
A,8,1,10/23/19,1.2
A,9,1,10/23/19,1.2
A,10,1,10/23/19,1.2
A,11,1,10/23/19,1.2
A,12,1,10/23/19,1.2
B,0,1,10/23/19,1.2
B,1,1,10/23/19,1.2
B,2,1,10/23/19,1.2
B,3,1,10/23/19,1.2
B,4,1,10/23/19,1.2
B,5,1,10/23/19,1.2
B,6,1,10/23/19,1.2
B,7,1,10/23/19,1.2
B,8,1,10/23/19,1.2
B,9,1,10/23/19,1.2
B,10,1,10/23/19,1.2
B,11,1,10/23/19,1.2
B,12,1,10/23/19,1.2
B,13,1,10/23/19,1.2
C,0,1,10/23/19,1.2
C,1,1,10/23/19,1.2
C,2,1,10/23/19,1.2
C,3,1,10/23/19,1.2
C,4,1,10/23/19,1.2
C,5,1,10/23/19,1.2
C,6,1,10/23/19,1.2
C,7,1,10/23/19,1.2
C,9,1,10/23/19,1.2
C,10,1,10/23/19,1.2
C,11,1,10/23/19,1.2
C,12,1,10/23/19,1.2
C,13,1,10/23/19,1.2
D,0,1,10/23/19,1.2
D,1,1,10/23/19,1.2
D,2,1,10/23/19,1.2
D,3,1,10/23/19,1.2
D,4,1,10/23/19,1.2
D,5,1,10/23/19,1.2
D,6,1,10/23/19,1.2
D,8,1,10/23/19,1.2
D,9,1,10/23/19,1.2
D,10,1,10/23/19,1.2
D,11,1,10/23/19,1.2
D,12,1,10/23/19,1.2
D,13,1,10/23/19,1.2
E,1,1,10/23/19,1.2
E,2,1,10/23/19,1.2
E,3,1,10/23/19,1.2
E,4,1,10/23/19,1.2
E,5,1,10/23/19,1.2
E,7,1,10/23/19,1.2
E,8,1,10/23/19,1.2
E,9,1,10/23/19,1.2
E,10,1,10/23/19,1.2
E,11,1,10/23/19,1.2
E,12,1,10/23/19,1.2
E,13,1,10/23/19,1.2
F,1,1,10/23/19,1.2
F,2,1,10/23/19,1.2
F,3,1,10/23/19,1.2
F,4,1,10/23/19,1.2
F,6,1,10/23/19,1.2
F,7,1,10/23/19,1.2
F,8,1,10/23/19,1.2
F,9,1,10/23/19,1.2
F,10,1,10/23/19,1.2
F,11,1,10/23/19,1.2
F,12,1,10/23/19,1.2
F,13,1,10/23/19,1.2
G,1,1,10/23/19,1.2
G,2,1,10/23/19,1.2
G,3,1,10/23/19,1.2
G,5,1,10/23/19,1.2
G,6,1,10/23/19,1.2
G,7,1,10/23/19,1.2
G,8,1,10/23/19,1.2
G,9,1,10/23/19,1.2
G,10,1,10/23/19,1.2
G,11,1,10/23/19,1.2
G,12,1,10/23/19,1.2
G,13,1,10/23/19,1.2
H,1,1,10/23/19,1.2
H,2,1,10/23/19,1.2
H,4,1,10/23/19,1.2
H,5,1,10/23/19,1.2
H,6,1,10/23/19,1.2
H,7,1,10/23/19,1.2
H,8,1,10/23/19,1.2
H,9,1,10/23/19,1.2
H,10,1,10/23/19,1.2
H,11,1,10/23/19,1.2
H,12,1,10/23/19,1.2
I,1,1,10/23/19,1.2
I,3,1,10/23/19,1.2
I,4,1,10/23/19,1.2
I,5,1,10/23/19,1.2
I,6,1,10/23/19,1.2
I,7,1,10/23/19,1.2
I,8,1,10/23/19,1.2
I,9,1,10/23/19,1.2
I,10,1,10/23/19,1.2
I,11,1,10/23/19,1.2
I,12,1,10/23/19,1.2
J,2,1,10/23/19,1.2
J,3,1,10/23/19,1.2
J,4,1,10/23/19,1.2
J,5,1,10/23/19,1.2
J,6,1,10/23/19,1.2
J,7,1,10/23/19,1.2
J,8,1,10/23/19,1.2
J,9,1,10/23/19,1.2
J,10,1,10/23/19,1.2
J,11,1,10/23/19,1.2
J,12,1,10/23/19,1.2
K,1,1,10/23/19,1.2
K,2,1,10/23/19,1.2
K,3,1,10/23/19,1.2
K,4,1,10/23/19,1.2
K,5,1,10/23/19,1.2
K,6,1,10/23/19,1.2
K,7,1,10/23/19,1.2
K,8,1,10/23/19,1.2
K,9,1,10/23/19,1.2
K,10,1,10/23/19,1.2
K,11,1,10/23/19,1.2
K,12,1,10/23/19,1.2
K,13,1,10/23/19,1.2
L,1,1,10/23/19,1.2
L,2,1,10/23/19,1.2
L,3,1,10/23/19,1.2
L,4,1,10/23/19,1.2
L,5,1,10/23/19,1.2
L,6,1,10/23/19,1.2
L,7,1,10/23/19,1.2
L,8,1,10/23/19,1.2
L,9,1,10/23/19,1.2
L,10,1,10/23/19,1.2
L,11,1,10/23/19,1.2
L,12,1,10/23/19,1.2
L,13,1,10/23/19,1.2
M,1,1,10/23/19,1.2
M,2,1,10/23/19,1.2
M,3,1,10/23/19,1.2
M,4,1,10/23/19,1.2
M,5,1,10/23/19,1.2
M,6,1,10/23/19,1.2
M,8,1,10/23/19,1.2
M,9,1,10/23/19,1.2
M,10,1,10/23/19,1.2
M,11,1,10/23/19,1.2
