PopId,Block,RILSet,Dormancy,Envt,Year,Totalrosettes,Totalsdls,SurvtoRose
K_9,8,Germany x Tajikistan,Dormant,Litter,1,0,9,0
K_9,8,Germany x Tajikistan,Dormant,Litter,2,0,2,0
L_1,7,Italy x Sweden,Dormant,High Humidity,1,1,5,0.2
L_1,7,Italy x Sweden,Dormant,High Humidity,2,0,212,0
L_1,7,Italy x Sweden,Dormant,High Humidity,3,3,4,0.75
L_10,8,Italy x Sweden,Dormant,Native Soil,1,5,5,1
L_10,8,Italy x Sweden,Dormant,Native Soil,2,0,5,0
L_10,8,Italy x Sweden,Dormant,Native Soil,3,3,5,0.6
L_11,8,Italy x Sweden,Dormant,Control,1,4,7,0.5714285714285714
L_11,8,Italy x Sweden,Dormant,Control,2,0,29,0
L_11,8,Italy x Sweden,Dormant,Control,3,100,169,0.591715976331361
L_12,8,UK x USA,Dormant,Control,1,0,7,0
L_12,8,UK x USA,Dormant,Control,2,0,154,0
L_12,8,UK x USA,Dormant,Control,3,6,9,0.6666666666666666
L_13,8,Germany x Tajikistan,Dormant,Control,1,7,24,0.2916666666666667
L_13,8,Germany x Tajikistan,Dormant,Control,2,1,18,0.05555555555555555
L_13,8,Germany x Tajikistan,Dormant,Control,3,3,44,0.06818181818181818
L_2,7,Italy x Sweden,Dormant,Litter,1,0,4,0
L_2,7,Italy x Sweden,Dormant,Litter,2,0,28,0
L_2,7,Italy x Sweden,Dormant,Litter,3,4,7,0.5714285714285714
L_3,7,Italy x Sweden,Dormant,Native Soil,1,2,2,1
L_3,7,Italy x Sweden,Dormant,Native Soil,2,0,2,0
L_3,7,Italy x Sweden,Dormant,Native Soil,3,19,25,0.76
L_4,7,UK x USA,Non-Dormant,Control,1,0,1,0
L_4,7,UK x USA,Non-Dormant,Control,2,0,2,0
L_4,7,UK x USA,Non-Dormant,Control,3,0,0,NA
L_5,7,Germany x Tajikistan,Dormant,Litter,1,27,60,0.45
L_5,7,Germany x Tajikistan,Dormant,Litter,2,0,10,0
L_6,7,Italy x Sweden,Mixed,High Humidity,1,2,7,0.2857142857142857
L_6,7,Italy x Sweden,Mixed,High Humidity,2,0,16,0
L_6,7,Italy x Sweden,Mixed,High Humidity,3,69,96,0.71875
L_7,7,Italy x Sweden,Mixed,Native Soil,1,9,15,0.6
L_7,7,Italy x Sweden,Mixed,Native Soil,2,32,116,0.27586206896551724
L_7,7,Italy x Sweden,Mixed,Native Soil,3,23,32,0.71875
L_8,8,Germany x Tajikistan,Non-Dormant,Control,1,0,1,0
L_8,8,Germany x Tajikistan,Non-Dormant,Control,2,0,10,0
L_8,8,Germany x Tajikistan,Non-Dormant,Control,3,0,0,NA
L_9,8,UK x USA,Non-Dormant,Control,1,0,1,0
L_9,8,UK x USA,Non-Dormant,Control,2,1,15,0.06666666666666667
L_9,8,UK x USA,Non-Dormant,Control,3,0,0,NA
M_1,7,Italy x Sweden,Non-Dormant,Native Soil,1,8,8,1
M_1,7,Italy x Sweden,Non-Dormant,Native Soil,2,0,68,0
M_1,7,Italy x Sweden,Non-Dormant,Native Soil,3,2,10,0.2
M_10,8,Germany x Tajikistan,Non-Dormant,Litter,1,0,3,0
M_10,8,Germany x Tajikistan,Non-Dormant,Litter,2,0,4,0
M_11,8,Italy x Sweden,Mixed,Litter,1,6,10,0.6
M_11,8,Italy x Sweden,Mixed,Litter,2,0,21,0
M_11,8,Italy x Sweden,Mixed,Litter,3,65,65,1
M_12,8,Italy x Sweden,Non-Dormant,Native Soil,1,3,6,0.5
M_12,8,Italy x Sweden,Non-Dormant,Native Soil,2,0,26,0
M_12,8,Italy x Sweden,Non-Dormant,Native Soil,3,0,0,NA
M_13,8,Italy x Sweden,Mixed,Native Soil,1,13,28,0.4642857142857143
M_13,8,Italy x Sweden,Mixed,Native Soil,2,0,17,0
M_13,8,Italy x Sweden,Mixed,Native Soil,3,1,3,0.3333333333333333
M_2,7,Germany x Tajikistan,Dormant,Control,1,0,2,0
M_2,7,Germany x Tajikistan,Dormant,Control,2,0,11,0
M_2,7,Germany x Tajikistan,Dormant,Control,3,0,0,NA
M_3,7,Germany x Tajikistan,Non-Dormant,Litter,1,0,0,NA
M_3,7,Germany x Tajikistan,Non-Dormant,Litter,2,0,23,0
M_4,7,Germany x Tajikistan,Non-Dormant,Control,1,0,0,NA
M_4,7,Germany x Tajikistan,Non-Dormant,Control,2,0,10,0
M_4,7,Germany x Tajikistan,Non-Dormant,Control,3,0,0,NA
M_5,7,Italy x Sweden,Non-Dormant,Control,1,0,0,NA
M_5,7,Italy x Sweden,Non-Dormant,Control,2,0,26,0
M_5,7,Italy x Sweden,Non-Dormant,Control,3,0,0,NA
M_6,7,Italy x Sweden,Mixed,Control,1,15,31,0.4838709677419355
M_6,7,Italy x Sweden,Mixed,Control,2,0,6,0
M_6,7,Italy x Sweden,Mixed,Control,3,16,26,0.6153846153846154
M_8,8,UK x USA,Mixed,Control,1,9,18,0.5
M_8,8,UK x USA,Mixed,Control,2,25,60,0.4166666666666667
M_8,8,UK x USA,Mixed,Control,3,76,183,0.41530054644808745
M_9,8,Italy x Sweden,Mixed,Control,1,22,36,0.6111111111111112
M_9,8,Italy x Sweden,Mixed,Control,2,0,13,0
M_9,8,Italy x Sweden,Mixed,Control,3,68,161,0.422360248447205
