Block,Col,Row,RILSet,Dormancy,Envt,Ident,Year,Date,CensusN,SeedlingN.circle,RosetteN.circle,Bolting.circle,Flowering.circle,Fruiting.circle,mat.dead.circle,SeedlingN.OC,RosetteN.OC,Bolting.OC,Flowering.OC,Fruiting.OC,mat.dead.OC,TOTAL
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,9/4/20,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,9/16/20,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,10/2/20,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,11/13/20,2.13,20,6,0,0,0,0,15,5,0,0,0,0,46
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,12/2/20,2.14,1,0,0,0,0,0,0,5,0,0,0,0,6
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,12/17/20,2.15,6,1,0,0,0,0,0,0,0,0,0,0,7
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,1/15/21,2.16,2,1,0,0,0,0,0,0,0,0,0,0,3
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,2/1/21,2.17,1,2,0,0,0,0,0,5,0,0,0,0,8
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,2/25/21,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,3/8/21,2.19,0,0,0,0,0,0,0,0,2,6,0,0,8
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,10,27,0,37
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,4,20,1,25
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,8/25/21,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,9/15/21,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,9/27/21,3.2,16,0,0,0,0,0,166,6,0,0,0,0,188
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,10/11/21,3.21,23,30,0,0,0,0,178,265,0,0,0,0,496
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,11/8/21,3.22,124,149,0,0,0,0,443,816,0,0,0,0,1532
1,B,4,Italy x Sweden,Dormant,High Humidity,1-IS_D_D,3,12/17/21,3.23,24,167,0,0,0,0,31,850,0,0,0,0,1072
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,6/12/19,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,6/16/19,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,6/26/19,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,7/3/19,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,7/10/19,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,7/17/19,1.06,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,7/24/19,1.07,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,7/31/19,1.08,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,8/7/19,1.09,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,8/15/19,1.1,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,8/20/19,1.11,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,8/28/19,1.12,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,9/4/19,1.13,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,9/11/19,1.14,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,9/18/19,1.15,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,9/25/19,1.16,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,10/2/19,1.17,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,10/9/19,1.18,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,10/18/19,1.19,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,10/23/19,1.2,9,0,0,0,0,0,NA,NA,NA,NA,NA,0,9
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,11/6/19,1.22,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,11/20/19,1.23,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,12/4/19,1.24,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,12/20/19,1.25,0,0,0,0,0,0,NA,1,0,0,0,0,1
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,2/10/20,1.26,0,0,0,0,0,0,NA,NA,0,1,0,0,1
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,3/2/20,1.27,0,0,0,0,0,0,NA,NA,0,0,1,0,1
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,1,5/5/20,1.29,0,0,0,0,0,0,NA,0,0,0,0,1,1
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,5/27/20,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,9/4/20,2.08,45,0,0,0,0,0,50,0,0,0,0,0,95
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,9/16/20,2.09,21,0,0,0,0,0,30,0,0,0,0,0,51
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,10/2/20,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,11/13/20,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,12/2/20,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,12/17/20,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,1/15/21,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,2/1/21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,2/25/21,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,3/8/21,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,8/25/21,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,9/15/21,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,9/29/21,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,10/12/21,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,11/10/21,3.22,0,0,0,0,0,0,1,13,0,0,0,0,14
2,B,5,UK x USA,Dormant,Control,2-TC_D_C,3,12/17/21,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,6/12/19,1.01,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,6/16/19,1.02,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,6/26/19,1.03,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,7/3/19,1.04,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,7/10/19,1.05,NA,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,7/17/19,1.06,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,7/24/19,1.07,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,7/31/19,1.08,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,8/7/19,1.09,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,8/15/19,1.1,0,0,0,0,0,0,NA,4,0,0,0,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,8/20/19,1.11,0,0,0,0,0,0,NA,3,0,0,0,0,3
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,8/28/19,1.12,0,0,0,0,0,0,NA,2,0,0,0,0,2
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,9/4/19,1.13,0,0,0,0,0,0,NA,1,0,1,0,0,2
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,9/11/19,1.14,0,0,0,0,0,0,NA,4,0,0,1,0,5
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,9/18/19,1.15,0,0,0,0,0,0,NA,4,0,0,1,0,5
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,9/25/19,1.16,0,0,0,0,0,0,NA,4,0,0,1,0,5
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,10/2/19,1.17,0,0,0,0,0,0,NA,4,0,0,1,0,5
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,10/9/19,1.18,0,0,0,0,0,0,NA,3,0,0,1,0,4
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,10/18/19,1.19,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,10/23/19,1.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,11/6/19,1.22,0,2,0,0,0,0,NA,NA,NA,NA,NA,0,2
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,11/20/19,1.23,1,6,0,0,0,0,NA,NA,NA,NA,NA,0,7
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,12/4/19,1.24,10,9,0,0,0,0,NA,NA,NA,NA,NA,0,19
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,12/20/19,1.25,1,9,0,0,0,0,NA,10,0,0,0,0,20
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,2/10/20,1.26,0,5,0,0,0,0,NA,NA,1,0,0,0,6
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,3/2/20,1.27,0,4,0,2,0,0,NA,NA,0,1,2,0,9
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1,5/5/20,1.29,0,0,0,0,0,8,NA,0,0,0,0,9,17
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,5/27/20,2.01,6,0,0,0,0,0,13,0,0,0,0,0,19
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,9/4/20,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,9/16/20,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,10/2/20,2.1,164,0,0,0,0,0,20,0,0,0,0,0,184
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,11/13/20,2.13,38,3,0,0,0,0,10,20,0,0,0,0,71
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,12/2/20,2.14,3,4,0,0,0,0,0,5,0,0,0,0,12
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,12/17/20,2.15,2,4,0,0,0,0,2,9,0,0,0,0,17
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,1/15/21,2.16,1,0,0,0,0,0,0,12,0,0,0,0,13
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,2/1/21,2.17,0,0,0,0,0,0,0,5,0,0,0,0,5
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,2/25/21,2.18,0,0,0,0,0,0,0,9,0,0,0,0,9
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,3/8/21,2.19,0,0,0,0,0,0,0,6,5,1,0,0,12
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,7,12,0,19
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,2,7,0,9
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,8/25/21,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,9/15/21,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,9/29/21,3.2,35,0,0,0,0,0,260,0,0,0,0,0,295
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,10/12/21,3.21,152,41,0,0,0,0,254,122,0,0,0,0,569
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,11/10/21,3.22,52,87,0,0,0,0,167,290,0,0,0,0,596
2,B,6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3,12/17/21,3.23,3,87,0,0,0,0,1,135,0,0,0,0,226
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,6/12/19,1.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,6/16/19,1.02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,6/26/19,1.03,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,7/3/19,1.04,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,7/10/19,1.05,NA,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,7/17/19,1.06,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,7/24/19,1.07,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,7/31/19,1.08,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,8/7/19,1.09,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,8/15/19,1.1,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,8/20/19,1.11,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,8/28/19,1.12,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,9/4/19,1.13,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,9/11/19,1.14,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,9/18/19,1.15,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,9/25/19,1.16,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,10/2/19,1.17,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,10/9/19,1.18,0,0,0,0,0,0,NA,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,10/18/19,1.19,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,10/23/19,1.2,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,3
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,11/6/19,1.22,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,3
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,11/20/19,1.23,0,4,0,0,0,0,NA,NA,NA,NA,NA,0,4
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,12/4/19,1.24,2,4,0,0,0,0,NA,NA,NA,NA,NA,0,6
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,12/20/19,1.25,1,11,0,0,0,0,NA,20,0,0,0,0,32
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,2/10/20,1.26,0,5,0,1,0,0,NA,NA,0,3,0,0,9
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,3/2/20,1.27,0,1,3,2,2,0,NA,NA,0,3,41,0,52
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,1,5/5/20,1.29,0,0,0,0,0,14,NA,0,0,0,0,22,36
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,5/27/20,2.01,2,0,0,0,0,0,3,0,0,0,0,0,5
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,9/4/20,2.08,0,0,0,0,0,0,10,0,0,0,0,0,10
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,9/16/20,2.09,35,0,0,0,0,0,10,0,0,0,0,0,45
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,10/2/20,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,10/19/20,2.11,16,0,0,0,0,0,0,0,0,0,0,0,16
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,11/13/20,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,12/2/20,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,12/17/20,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,1/15/21,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B,7,Italy x Sweden,Mixed,Control,2-IS_M_C,2,2/1/21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
