Block,PopId,RILSet,Dormancy,Envt,Ident,CensusN,Newsdls,Year,Date,JulianDate
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,2.17,0,2,2021-02-01,32
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,2.18,0,2,2021-02-25,56
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,2.19,0,2,2021-03-08,67
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,2.2,0,2,2021-03-25,84
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,2.21,0,2,2021-04-08,98
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.14,0,3,2021-08-17,229
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.15,0,3,2021-08-25,237
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.16,0,3,2021-09-02,245
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.17,0,3,2021-09-08,251
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.18,0,3,2021-09-15,258
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.19,0,3,2021-09-22,265
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.2,0,3,2021-09-29,272
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.21,0,3,2021-10-12,285
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.22,0,3,2021-11-10,314
2,B_5,UK x USA,Dormant,Control,2-TC_D_C,3.23,0,3,2021-12-17,351
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.01,1,1,2019-06-12,163
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.02,0,1,2019-06-16,167
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.03,0,1,2019-06-26,177
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.04,0,1,2019-07-03,184
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.05,NA,1,2019-07-10,191
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.06,NA,1,2019-07-17,198
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.07,0,1,2019-07-24,205
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.08,0,1,2019-07-31,212
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.09,0,1,2019-08-07,219
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.1,0,1,2019-08-15,227
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.11,0,1,2019-08-20,232
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.12,0,1,2019-08-28,240
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.13,0,1,2019-09-04,247
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.14,0,1,2019-09-11,254
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.15,0,1,2019-09-18,261
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.16,0,1,2019-09-25,268
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.17,0,1,2019-10-02,275
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.18,0,1,2019-10-09,282
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.19,0,1,2019-10-18,291
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.2,0,1,2019-10-23,296
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.22,2,1,2019-11-06,310
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.23,5,1,2019-11-20,324
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.24,12,1,2019-12-04,338
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.25,0,1,2019-12-20,354
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.26,0,1,2020-02-10,41
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.27,0,1,2020-03-02,62
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,1.29,0,1,2020-05-05,126
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.01,6,2,2020-05-27,148
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.02,0,2,2020-06-04,156
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.03,0,2,2020-07-23,205
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.04,0,2,2020-08-07,220
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.05,0,2,2020-08-13,226
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.06,0,2,2020-08-18,231
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.07,0,2,2020-08-25,238
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.08,0,2,2020-09-04,248
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.09,0,2,2020-09-16,260
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.1,164,2,2020-10-02,276
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.11,0,2,2020-10-19,293
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.12,0,2,2020-10-30,304
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.13,41,2,2020-11-13,318
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.14,0,2,2020-12-02,337
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.15,0,2,2020-12-17,352
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.16,0,2,2021-01-15,15
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.17,0,2,2021-02-01,32
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.18,0,2,2021-02-25,56
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.19,0,2,2021-03-08,67
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.2,0,2,2021-03-25,84
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,2.21,0,2,2021-04-08,98
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.14,0,3,2021-08-17,229
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.15,0,3,2021-08-25,237
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.16,0,3,2021-09-02,245
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.17,0,3,2021-09-08,251
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.18,0,3,2021-09-15,258
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.19,0,3,2021-09-22,265
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.2,35,3,2021-09-29,272
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.21,158,3,2021-10-12,285
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.22,0,3,2021-11-10,314
2,B_6,Italy x Sweden,Non-Dormant,High Humidity,2-IS_ND_D,3.23,0,3,2021-12-17,351
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.01,0,1,2019-06-12,163
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.02,0,1,2019-06-16,167
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.03,0,1,2019-06-26,177
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.04,0,1,2019-07-03,184
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.05,NA,1,2019-07-10,191
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.06,NA,1,2019-07-17,198
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.07,0,1,2019-07-24,205
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.08,0,1,2019-07-31,212
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.09,0,1,2019-08-07,219
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.1,0,1,2019-08-15,227
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.11,0,1,2019-08-20,232
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.12,0,1,2019-08-28,240
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.13,0,1,2019-09-04,247
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.14,0,1,2019-09-11,254
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.15,0,1,2019-09-18,261
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.16,0,1,2019-09-25,268
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.17,0,1,2019-10-02,275
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.18,0,1,2019-10-09,282
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.19,0,1,2019-10-18,291
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.2,3,1,2019-10-23,296
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.22,0,1,2019-11-06,310
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.23,1,1,2019-11-20,324
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.24,2,1,2019-12-04,338
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.25,6,1,2019-12-20,354
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.26,0,1,2020-02-10,41
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.27,0,1,2020-03-02,62
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,1.29,0,1,2020-05-05,126
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.01,2,2,2020-05-27,148
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.02,0,2,2020-06-04,156
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.03,0,2,2020-07-23,205
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.04,0,2,2020-08-07,220
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.05,0,2,2020-08-13,226
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.06,0,2,2020-08-18,231
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.07,0,2,2020-08-25,238
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.08,0,2,2020-09-04,248
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.09,35,2,2020-09-16,260
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.1,0,2,2020-10-02,276
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.11,16,2,2020-10-19,293
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.12,0,2,2020-10-30,304
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.13,0,2,2020-11-13,318
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.14,0,2,2020-12-02,337
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.15,0,2,2020-12-17,352
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.16,0,2,2021-01-15,15
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.17,0,2,2021-02-01,32
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.18,0,2,2021-02-25,56
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.19,0,2,2021-03-08,67
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.2,0,2,2021-03-25,84
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,2.21,0,2,2021-04-08,98
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.14,0,3,2021-08-17,229
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.15,0,3,2021-08-25,237
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.16,0,3,2021-09-02,245
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.17,0,3,2021-09-08,251
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.18,0,3,2021-09-15,258
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.19,0,3,2021-09-22,265
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.2,179,3,2021-09-29,272
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.21,0,3,2021-10-12,285
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.22,0,3,2021-11-10,314
2,B_7,Italy x Sweden,Mixed,Control,2-IS_M_C,3.23,0,3,2021-12-17,351
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.01,NA,1,2019-06-12,163
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.02,NA,1,2019-06-16,167
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.03,NA,1,2019-06-26,177
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.04,NA,1,2019-07-03,184
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.05,NA,1,2019-07-10,191
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.06,NA,1,2019-07-17,198
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.07,0,1,2019-07-24,205
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.08,0,1,2019-07-31,212
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.09,0,1,2019-08-07,219
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.1,0,1,2019-08-15,227
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.11,0,1,2019-08-20,232
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.12,0,1,2019-08-28,240
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.13,0,1,2019-09-04,247
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.14,0,1,2019-09-11,254
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.15,0,1,2019-09-18,261
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.16,0,1,2019-09-25,268
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.17,0,1,2019-10-02,275
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.18,0,1,2019-10-09,282
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.19,0,1,2019-10-18,291
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.2,3,1,2019-10-23,296
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.22,0,1,2019-11-06,310
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.23,0,1,2019-11-20,324
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.24,2,1,2019-12-04,338
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.25,0,1,2019-12-20,354
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.26,0,1,2020-02-10,41
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.27,0,1,2020-03-02,62
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,1.29,0,1,2020-05-05,126
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.01,0,2,2020-05-27,148
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.02,0,2,2020-06-04,156
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.03,0,2,2020-07-23,205
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.04,0,2,2020-08-07,220
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.05,0,2,2020-08-13,226
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.06,0,2,2020-08-18,231
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.07,0,2,2020-08-25,238
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.08,26,2,2020-09-04,248
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.09,19,2,2020-09-16,260
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.1,0,2,2020-10-02,276
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.11,0,2,2020-10-19,293
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.12,0,2,2020-10-30,304
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.13,0,2,2020-11-13,318
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.14,0,2,2020-12-02,337
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.15,0,2,2020-12-17,352
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.16,0,2,2021-01-15,15
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.17,0,2,2021-02-01,32
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.18,0,2,2021-02-25,56
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.19,0,2,2021-03-08,67
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.2,0,2,2021-03-25,84
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,2.21,0,2,2021-04-08,98
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.14,0,3,2021-08-17,229
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.15,0,3,2021-08-25,237
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.16,0,3,2021-09-02,245
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.17,0,3,2021-09-08,251
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.18,0,3,2021-09-15,258
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.19,0,3,2021-09-22,265
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.2,0,3,2021-09-29,272
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.21,0,3,2021-10-12,285
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.22,0,3,2021-11-10,314
2,B_8,Germany x Tajikistan,Non-Dormant,Control,2-BS_ND_C,3.23,0,3,2021-12-17,351
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.01,NA,1,2019-06-12,163
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.02,NA,1,2019-06-16,167
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.03,NA,1,2019-06-26,177
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.04,NA,1,2019-07-03,184
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.05,NA,1,2019-07-10,191
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.06,NA,1,2019-07-17,198
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.07,0,1,2019-07-24,205
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.08,0,1,2019-07-31,212
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.09,0,1,2019-08-07,219
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.1,0,1,2019-08-15,227
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.11,0,1,2019-08-20,232
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.12,0,1,2019-08-28,240
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.13,0,1,2019-09-04,247
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.14,0,1,2019-09-11,254
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.15,0,1,2019-09-18,261
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.16,0,1,2019-09-25,268
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.17,0,1,2019-10-02,275
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.18,0,1,2019-10-09,282
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.19,0,1,2019-10-18,291
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.2,9,1,2019-10-23,296
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.22,0,1,2019-11-06,310
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.23,0,1,2019-11-20,324
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.24,0,1,2019-12-04,338
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.25,0,1,2019-12-20,354
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.26,0,1,2020-02-10,41
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.27,0,1,2020-03-02,62
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,1.29,0,1,2020-05-05,126
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.01,0,2,2020-05-27,148
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.02,0,2,2020-06-04,156
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.03,0,2,2020-07-23,205
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.04,0,2,2020-08-07,220
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.05,0,2,2020-08-13,226
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.06,0,2,2020-08-18,231
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.07,0,2,2020-08-25,238
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.08,0,2,2020-09-04,248
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.09,13,2,2020-09-16,260
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.1,0,2,2020-10-02,276
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.11,0,2,2020-10-19,293
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.12,0,2,2020-10-30,304
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.13,0,2,2020-11-13,318
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.14,0,2,2020-12-02,337
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.15,0,2,2020-12-17,352
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.16,0,2,2021-01-15,15
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.17,0,2,2021-02-01,32
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.18,0,2,2021-02-25,56
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.19,0,2,2021-03-08,67
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.2,0,2,2021-03-25,84
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,2.21,0,2,2021-04-08,98
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.14,0,3,2021-08-17,229
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.15,0,3,2021-08-25,237
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.16,0,3,2021-09-02,245
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.17,0,3,2021-09-08,251
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.18,0,3,2021-09-15,258
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.19,0,3,2021-09-22,265
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.2,3,3,2021-09-29,272
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.21,0,3,2021-10-13,286
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.22,0,3,2021-11-10,314
3,B_9,UK x USA,Mixed,Control,3-TC_M_C,3.23,0,3,2021-12-17,351
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.01,NA,1,2019-06-12,163
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.02,NA,1,2019-06-16,167
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.03,NA,1,2019-06-26,177
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.04,NA,1,2019-07-03,184
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.05,NA,1,2019-07-10,191
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.06,NA,1,2019-07-17,198
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.07,0,1,2019-07-24,205
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.08,0,1,2019-07-31,212
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.09,0,1,2019-08-07,219
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.1,0,1,2019-08-15,227
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.11,0,1,2019-08-20,232
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.12,0,1,2019-08-28,240
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.13,0,1,2019-09-04,247
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.14,0,1,2019-09-11,254
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.15,0,1,2019-09-18,261
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.16,0,1,2019-09-25,268
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.17,0,1,2019-10-02,275
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.18,0,1,2019-10-09,282
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.19,0,1,2019-10-18,291
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.2,1,1,2019-10-23,296
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.22,0,1,2019-11-06,310
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.23,0,1,2019-11-20,324
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.24,0,1,2019-12-04,338
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.25,0,1,2019-12-20,354
3,B_10,UK x USA,Non-Dormant,Control,3-TC_ND_C,1.26,0,1,2020-02-10,41
