PopId,Season,Year,Block,RILSet,Dormancy,Envt,Ident,TotPopSurv,TotPopAdjNew,seasonalEst
F_11,2_Summer,2,6,UK x USA,Mixed,Control,6-TC_M_C,0,1,0
F_12,1_Autumn,1,6,Italy x Sweden,Non-Dormant,Native Soil,6-IS-ND-Soil,6,6,1
F_12,1_Summer,1,6,Italy x Sweden,Non-Dormant,Native Soil,6-IS-ND-Soil,0,3,0
F_12,2_Autumn,2,6,Italy x Sweden,Non-Dormant,Native Soil,6-IS-ND-Soil,0,2,0
F_12,2_Summer,2,6,Italy x Sweden,Non-Dormant,Native Soil,6-IS-ND-Soil,0,65,0
F_13,1_Autumn,1,6,Germany x Tajikistan,Dormant,Litter,6-BS_D_F,0,0,NA
F_13,1_Summer,1,6,Germany x Tajikistan,Dormant,Litter,6-BS_D_F,0,0,NA
F_13,2_Autumn,2,6,Germany x Tajikistan,Dormant,Litter,6-BS_D_F,0,0,NA
F_13,2_Summer,2,6,Germany x Tajikistan,Dormant,Litter,6-BS_D_F,0,0,NA
F_2,1_Autumn,1,4,UK x USA,Non-Dormant,Control,4-TC_ND_C,2,6,0.3333333333333333
F_2,1_Summer,1,4,UK x USA,Non-Dormant,Control,4-TC_ND_C,0,0,NA
F_2,2_Autumn,2,4,UK x USA,Non-Dormant,Control,4-TC_ND_C,0,0,NA
F_2,2_Summer,2,4,UK x USA,Non-Dormant,Control,4-TC_ND_C,18,36,0.5
F_3,1_Autumn,1,4,Italy x Sweden,Dormant,High Humidity,4-IS_D_D,38,62,0.6129032258064516
F_3,1_Summer,1,4,Italy x Sweden,Dormant,High Humidity,4-IS_D_D,0,0,NA
F_3,2_Autumn,2,4,Italy x Sweden,Dormant,High Humidity,4-IS_D_D,120,157,0.7643312101910829
F_3,2_Summer,2,4,Italy x Sweden,Dormant,High Humidity,4-IS_D_D,15,17,0.8823529411764706
F_4,1_Autumn,1,4,Italy x Sweden,Mixed,High Humidity,4-IS_M_D,27,34,0.7941176470588235
F_4,1_Summer,1,4,Italy x Sweden,Mixed,High Humidity,4-IS_M_D,0,3,0
F_4,2_Autumn,2,4,Italy x Sweden,Mixed,High Humidity,4-IS_M_D,180,263,0.6844106463878327
F_4,2_Summer,2,4,Italy x Sweden,Mixed,High Humidity,4-IS_M_D,0,2,0
F_6,1_Autumn,1,2,Italy x Sweden,Dormant,Native Soil,2-IS-D-Soil,17,17,1
F_6,1_Summer,1,2,Italy x Sweden,Dormant,Native Soil,2-IS-D-Soil,0,0,NA
F_6,2_Autumn,2,2,Italy x Sweden,Dormant,Native Soil,2-IS-D-Soil,15,40,0.375
F_6,2_Summer,2,2,Italy x Sweden,Dormant,Native Soil,2-IS-D-Soil,0,8,0
F_7,1_Autumn,1,2,Germany x Tajikistan,Mixed,Control,2-BS_M_C,0,7,0
F_7,1_Summer,1,2,Germany x Tajikistan,Mixed,Control,2-BS_M_C,0,0,NA
F_7,2_Autumn,2,2,Germany x Tajikistan,Mixed,Control,2-BS_M_C,0,0,NA
F_7,2_Summer,2,2,Germany x Tajikistan,Mixed,Control,2-BS_M_C,36,151,0.23841059602649006
F_8,1_Autumn,1,2,Italy x Sweden,Non-Dormant,Native Soil,2-IS-ND-Soil,16,17,0.9411764705882353
F_8,1_Summer,1,2,Italy x Sweden,Non-Dormant,Native Soil,2-IS-ND-Soil,0,1,0
F_8,2_Autumn,2,2,Italy x Sweden,Non-Dormant,Native Soil,2-IS-ND-Soil,0,0,NA
F_8,2_Summer,2,2,Italy x Sweden,Non-Dormant,Native Soil,2-IS-ND-Soil,0,56,0
F_9,1_Autumn,1,6,Italy x Sweden,Non-Dormant,Control,6-IS_ND_C,0,0,NA
F_9,1_Summer,1,6,Italy x Sweden,Non-Dormant,Control,6-IS_ND_C,1,3,0.3333333333333333
F_9,2_Autumn,2,6,Italy x Sweden,Non-Dormant,Control,6-IS_ND_C,0,0,NA
F_9,2_Summer,2,6,Italy x Sweden,Non-Dormant,Control,6-IS_ND_C,0,0,NA
G_1,1_Autumn,1,4,Germany x Tajikistan,Non-Dormant,Control,4-BS_ND_C,0,7,0
G_1,1_Summer,1,4,Germany x Tajikistan,Non-Dormant,Control,4-BS_ND_C,0,0,NA
G_1,2_Autumn,2,4,Germany x Tajikistan,Non-Dormant,Control,4-BS_ND_C,0,0,NA
G_1,2_Summer,2,4,Germany x Tajikistan,Non-Dormant,Control,4-BS_ND_C,4,11,0.36363636363636365
G_10,1_Autumn,1,6,Italy x Sweden,Mixed,Litter,6-IS_M_F,3,4,0.75
G_10,1_Summer,1,6,Italy x Sweden,Mixed,Litter,6-IS_M_F,1,6,0.16666666666666666
G_10,2_Autumn,2,6,Italy x Sweden,Mixed,Litter,6-IS_M_F,0,0,NA
G_10,2_Summer,2,6,Italy x Sweden,Mixed,Litter,6-IS_M_F,0,0,NA
G_11,1_Autumn,1,6,Italy x Sweden,Mixed,Native Soil,6-IS-M-Soil,3,3,1
G_11,1_Summer,1,6,Italy x Sweden,Mixed,Native Soil,6-IS-M-Soil,0,0,NA
G_11,2_Autumn,2,6,Italy x Sweden,Mixed,Native Soil,6-IS-M-Soil,73,77,0.948051948051948
G_11,2_Summer,2,6,Italy x Sweden,Mixed,Native Soil,6-IS-M-Soil,0,14,0
G_12,1_Autumn,1,6,UK x USA,Dormant,Control,6-TC_D_C,1,3,0.3333333333333333
G_12,1_Summer,1,6,UK x USA,Dormant,Control,6-TC_D_C,0,0,NA
G_12,2_Autumn,2,6,UK x USA,Dormant,Control,6-TC_D_C,0,0,NA
G_12,2_Summer,2,6,UK x USA,Dormant,Control,6-TC_D_C,20,75,0.26666666666666666
G_13,1_Autumn,1,6,Germany x Tajikistan,Non-Dormant,Litter,6-BS_ND_F,0,0,NA
G_13,1_Summer,1,6,Germany x Tajikistan,Non-Dormant,Litter,6-BS_ND_F,0,0,NA
G_13,2_Autumn,2,6,Germany x Tajikistan,Non-Dormant,Litter,6-BS_ND_F,0,0,NA
G_13,2_Summer,2,6,Germany x Tajikistan,Non-Dormant,Litter,6-BS_ND_F,0,0,NA
G_2,1_Autumn,1,4,Italy x Sweden,Dormant,Control,4-IS_D_C,2,4,0.5
G_2,1_Summer,1,4,Italy x Sweden,Dormant,Control,4-IS_D_C,0,1,0
G_2,2_Autumn,2,4,Italy x Sweden,Dormant,Control,4-IS_D_C,0,0,NA
G_2,2_Summer,2,4,Italy x Sweden,Dormant,Control,4-IS_D_C,7,23,0.30434782608695654
G_3,1_Autumn,1,4,Italy x Sweden,Mixed,Litter,4-IS_M_F,10,10,1
G_3,1_Summer,1,4,Italy x Sweden,Mixed,Litter,4-IS_M_F,0,5,0
G_3,2_Autumn,2,4,Italy x Sweden,Mixed,Litter,4-IS_M_F,0,0,NA
G_3,2_Summer,2,4,Italy x Sweden,Mixed,Litter,4-IS_M_F,0,9,0
G_5,1_Autumn,1,5,Italy x Sweden,Dormant,Control,5-IS_D_C,1,3,0.3333333333333333
G_5,1_Summer,1,5,Italy x Sweden,Dormant,Control,5-IS_D_C,0,3,0
G_5,2_Autumn,2,5,Italy x Sweden,Dormant,Control,5-IS_D_C,0,0,NA
G_5,2_Summer,2,5,Italy x Sweden,Dormant,Control,5-IS_D_C,2,186,0.010752688172043012
G_6,1_Autumn,1,5,UK x USA,Mixed,Control,5-TC_M_C,16,22,0.7272727272727273
G_6,1_Summer,1,5,UK x USA,Mixed,Control,5-TC_M_C,0,0,NA
G_6,2_Autumn,2,5,UK x USA,Mixed,Control,5-TC_M_C,0,0,NA
G_6,2_Summer,2,5,UK x USA,Mixed,Control,5-TC_M_C,5,11,0.45454545454545453
G_7,1_Autumn,1,5,Italy x Sweden,Mixed,Control,5-IS_M_C,2,3,0.6666666666666666
G_7,1_Summer,1,5,Italy x Sweden,Mixed,Control,5-IS_M_C,0,1,0
G_7,2_Autumn,2,5,Italy x Sweden,Mixed,Control,5-IS_M_C,0,0,NA
G_7,2_Summer,2,5,Italy x Sweden,Mixed,Control,5-IS_M_C,3,5,0.6
G_8,1_Autumn,1,5,Germany x Tajikistan,Dormant,Control,5-BS_D_C,0,0,NA
G_8,1_Summer,1,5,Germany x Tajikistan,Dormant,Control,5-BS_D_C,0,0,NA
G_8,2_Autumn,2,5,Germany x Tajikistan,Dormant,Control,5-BS_D_C,0,0,NA
G_8,2_Summer,2,5,Germany x Tajikistan,Dormant,Control,5-BS_D_C,24,28,0.8571428571428571
G_9,1_Autumn,1,6,Italy x Sweden,Dormant,High Humidity,6-IS_D_D,3,14,0.21428571428571427
G_9,1_Summer,1,6,Italy x Sweden,Dormant,High Humidity,6-IS_D_D,0,2,0
G_9,2_Autumn,2,6,Italy x Sweden,Dormant,High Humidity,6-IS_D_D,0,3,0
G_9,2_Summer,2,6,Italy x Sweden,Dormant,High Humidity,6-IS_D_D,11,13,0.8461538461538461
H_1,1_Autumn,1,4,UK x USA,Dormant,Control,4-TC_D_C,0,1,0
H_1,1_Summer,1,4,UK x USA,Dormant,Control,4-TC_D_C,0,0,NA
H_1,2_Autumn,2,4,UK x USA,Dormant,Control,4-TC_D_C,0,0,NA
H_1,2_Summer,2,4,UK x USA,Dormant,Control,4-TC_D_C,1,9,0.1111111111111111
H_10,1_Autumn,1,6,Italy x Sweden,Mixed,High Humidity,6-IS_M_D,44,47,0.9361702127659575
H_10,1_Summer,1,6,Italy x Sweden,Mixed,High Humidity,6-IS_M_D,0,3,0
H_10,2_Autumn,2,6,Italy x Sweden,Mixed,High Humidity,6-IS_M_D,0,130,0
H_10,2_Summer,2,6,Italy x Sweden,Mixed,High Humidity,6-IS_M_D,0,0,NA
H_11,1_Autumn,1,6,UK x USA,Non-Dormant,Control,6-TC_ND_C,0,0,NA
H_11,1_Summer,1,6,UK x USA,Non-Dormant,Control,6-TC_ND_C,0,0,NA
H_11,2_Autumn,2,6,UK x USA,Non-Dormant,Control,6-TC_ND_C,0,0,NA
H_11,2_Summer,2,6,UK x USA,Non-Dormant,Control,6-TC_ND_C,7,56,0.125
H_12,1_Autumn,1,6,Italy x Sweden,Dormant,Litter,6-IS_D_F,6,6,1
H_12,1_Summer,1,6,Italy x Sweden,Dormant,Litter,6-IS_D_F,0,1,0
H_12,2_Autumn,2,6,Italy x Sweden,Dormant,Litter,6-IS_D_F,0,0,NA
H_12,2_Summer,2,6,Italy x Sweden,Dormant,Litter,6-IS_D_F,4,4,1
H_2,1_Autumn,1,4,Italy x Sweden,Non-Dormant,Litter,4-IS_ND_F,0,0,NA
H_2,1_Summer,1,4,Italy x Sweden,Non-Dormant,Litter,4-IS_ND_F,0,1,0
H_2,2_Autumn,2,4,Italy x Sweden,Non-Dormant,Litter,4-IS_ND_F,0,0,NA
H_2,2_Summer,2,4,Italy x Sweden,Non-Dormant,Litter,4-IS_ND_F,0,0,NA
H_4,1_Autumn,1,4,Germany x Tajikistan,Dormant,Litter,4-BS_D_F,0,1,0
H_4,1_Summer,1,4,Germany x Tajikistan,Dormant,Litter,4-BS_D_F,0,0,NA
H_4,2_Autumn,2,4,Germany x Tajikistan,Dormant,Litter,4-BS_D_F,0,0,NA
H_4,2_Summer,2,4,Germany x Tajikistan,Dormant,Litter,4-BS_D_F,0,0,NA
H_5,1_Autumn,1,5,UK x USA,Dormant,Control,5-TC_D_C,5,6,0.8333333333333334
H_5,1_Summer,1,5,UK x USA,Dormant,Control,5-TC_D_C,0,0,NA
H_5,2_Autumn,2,5,UK x USA,Dormant,Control,5-TC_D_C,0,0,NA
H_5,2_Summer,2,5,UK x USA,Dormant,Control,5-TC_D_C,0,2,0
H_6,1_Autumn,1,5,Italy x Sweden,Non-Dormant,Litter,5-IS_ND_F,0,2,0
H_6,1_Summer,1,5,Italy x Sweden,Non-Dormant,Litter,5-IS_ND_F,0,3,0
H_6,2_Autumn,2,5,Italy x Sweden,Non-Dormant,Litter,5-IS_ND_F,0,0,NA
H_6,2_Summer,2,5,Italy x Sweden,Non-Dormant,Litter,5-IS_ND_F,1,5,0.2
H_7,1_Autumn,1,5,Italy x Sweden,Non-Dormant,Control,5-IS_ND_C,0,0,NA
H_7,1_Summer,1,5,Italy x Sweden,Non-Dormant,Control,5-IS_ND_C,1,3,0.3333333333333333
H_7,2_Autumn,2,5,Italy x Sweden,Non-Dormant,Control,5-IS_ND_C,0,0,NA
H_7,2_Summer,2,5,Italy x Sweden,Non-Dormant,Control,5-IS_ND_C,45,48,0.9375
H_8,1_Autumn,1,5,Italy x Sweden,Dormant,Litter,5-IS_D_F,1,2,0.5
H_8,1_Summer,1,5,Italy x Sweden,Dormant,Litter,5-IS_D_F,0,1,0
H_8,2_Autumn,2,5,Italy x Sweden,Dormant,Litter,5-IS_D_F,0,0,NA
H_8,2_Summer,2,5,Italy x Sweden,Dormant,Litter,5-IS_D_F,2,28,0.07142857142857142
H_9,1_Autumn,1,6,Germany x Tajikistan,Non-Dormant,Control,6-BS_ND_C,0,0,NA
H_9,1_Summer,1,6,Germany x Tajikistan,Non-Dormant,Control,6-BS_ND_C,0,0,NA
H_9,2_Autumn,2,6,Germany x Tajikistan,Non-Dormant,Control,6-BS_ND_C,0,0,NA
H_9,2_Summer,2,6,Germany x Tajikistan,Non-Dormant,Control,6-BS_ND_C,63,122,0.5163934426229508
I_1,1_Autumn,1,4,Italy x Sweden,Non-Dormant,High Humidity,4-IS_ND_D,0,1,0
I_1,1_Summer,1,4,Italy x Sweden,Non-Dormant,High Humidity,4-IS_ND_D,0,2,0
I_1,2_Autumn,2,4,Italy x Sweden,Non-Dormant,High Humidity,4-IS_ND_D,0,0,NA
I_1,2_Summer,2,4,Italy x Sweden,Non-Dormant,High Humidity,4-IS_ND_D,0,0,NA
I_10,1_Autumn,1,5,Italy x Sweden,Mixed,Litter,5-IS_M_F,3,4,0.75
I_10,1_Summer,1,5,Italy x Sweden,Mixed,Litter,5-IS_M_F,0,4,0
I_10,2_Autumn,2,5,Italy x Sweden,Mixed,Litter,5-IS_M_F,0,0,NA
I_10,2_Summer,2,5,Italy x Sweden,Mixed,Litter,5-IS_M_F,0,62,0
I_11,1_Autumn,1,6,Italy x Sweden,Non-Dormant,Litter,6-IS_ND_F,0,0,NA
I_11,1_Summer,1,6,Italy x Sweden,Non-Dormant,Litter,6-IS_ND_F,0,0,NA
I_11,2_Autumn,2,6,Italy x Sweden,Non-Dormant,Litter,6-IS_ND_F,0,0,NA
I_11,2_Summer,2,6,Italy x Sweden,Non-Dormant,Litter,6-IS_ND_F,0,7,0
I_12,1_Autumn,1,6,Italy x Sweden,Non-Dormant,High Humidity,6-IS_ND_D,1,2,0.5
I_12,1_Summer,1,6,Italy x Sweden,Non-Dormant,High Humidity,6-IS_ND_D,0,14,0
I_12,2_Autumn,2,6,Italy x Sweden,Non-Dormant,High Humidity,6-IS_ND_D,0,0,NA
I_12,2_Summer,2,6,Italy x Sweden,Non-Dormant,High Humidity,6-IS_ND_D,0,16,0
I_3,1_Autumn,1,4,Germany x Tajikistan,Mixed,Control,4-BS_M_C,9,9,1
I_3,1_Summer,1,4,Germany x Tajikistan,Mixed,Control,4-BS_M_C,0,0,NA
I_3,2_Autumn,2,4,Germany x Tajikistan,Mixed,Control,4-BS_M_C,0,0,NA
I_3,2_Summer,2,4,Germany x Tajikistan,Mixed,Control,4-BS_M_C,0,0,NA
I_4,1_Autumn,1,4,Italy x Sweden,Dormant,Litter,4-IS_D_F,0,0,NA
I_4,1_Summer,1,4,Italy x Sweden,Dormant,Litter,4-IS_D_F,0,0,NA
I_4,2_Autumn,2,4,Italy x Sweden,Dormant,Litter,4-IS_D_F,0,0,NA
I_4,2_Summer,2,4,Italy x Sweden,Dormant,Litter,4-IS_D_F,0,0,NA
I_5,1_Autumn,1,5,Germany x Tajikistan,Non-Dormant,Control,5-BS_ND_C,2,7,0.2857142857142857
I_5,1_Summer,1,5,Germany x Tajikistan,Non-Dormant,Control,5-BS_ND_C,0,0,NA
I_5,2_Autumn,2,5,Germany x Tajikistan,Non-Dormant,Control,5-BS_ND_C,0,0,NA
I_5,2_Summer,2,5,Germany x Tajikistan,Non-Dormant,Control,5-BS_ND_C,2,4,0.5
I_6,1_Autumn,1,5,Germany x Tajikistan,Dormant,Litter,5-BS_D_F,6,12,0.5
I_6,1_Summer,1,5,Germany x Tajikistan,Dormant,Litter,5-BS_D_F,0,0,NA
I_6,2_Autumn,2,5,Germany x Tajikistan,Dormant,Litter,5-BS_D_F,0,0,NA
I_6,2_Summer,2,5,Germany x Tajikistan,Dormant,Litter,5-BS_D_F,0,0,NA
I_7,1_Autumn,1,5,Italy x Sweden,Non-Dormant,High Humidity,5-IS_ND_D,0,0,NA
I_7,1_Summer,1,5,Italy x Sweden,Non-Dormant,High Humidity,5-IS_ND_D,0,2,0
I_7,2_Autumn,2,5,Italy x Sweden,Non-Dormant,High Humidity,5-IS_ND_D,0,0,NA
I_7,2_Summer,2,5,Italy x Sweden,Non-Dormant,High Humidity,5-IS_ND_D,20,35,0.5714285714285714
I_8,1_Autumn,1,5,Germany x Tajikistan,Non-Dormant,Litter,5-BS_ND_F,1,8,0.125
I_8,1_Summer,1,5,Germany x Tajikistan,Non-Dormant,Litter,5-BS_ND_F,0,0,NA
I_8,2_Autumn,2,5,Germany x Tajikistan,Non-Dormant,Litter,5-BS_ND_F,0,0,NA
I_8,2_Summer,2,5,Germany x Tajikistan,Non-Dormant,Litter,5-BS_ND_F,0,0,NA
I_9,1_Autumn,1,5,Italy x Sweden,Mixed,High Humidity,5-IS_M_D,1,7,0.14285714285714285
I_9,1_Summer,1,5,Italy x Sweden,Mixed,High Humidity,5-IS_M_D,0,12,0
I_9,2_Autumn,2,5,Italy x Sweden,Mixed,High Humidity,5-IS_M_D,0,0,NA
I_9,2_Summer,2,5,Italy x Sweden,Mixed,High Humidity,5-IS_M_D,20,120,0.16666666666666666
J_10,1_Autumn,1,5,UK x USA,Non-Dormant,Control,5-TC_ND_C,0,0,NA
J_10,1_Summer,1,5,UK x USA,Non-Dormant,Control,5-TC_ND_C,0,0,NA
J_10,2_Autumn,2,5,UK x USA,Non-Dormant,Control,5-TC_ND_C,0,0,NA
J_10,2_Summer,2,5,UK x USA,Non-Dormant,Control,5-TC_ND_C,4,70,0.05714285714285714
J_11,1_Autumn,1,8,Italy x Sweden,Dormant,High Humidity,8-IS_D_D,2,5,0.4
J_11,1_Summer,1,8,Italy x Sweden,Dormant,High Humidity,8-IS_D_D,0,0,NA
J_11,2_Autumn,2,8,Italy x Sweden,Dormant,High Humidity,8-IS_D_D,0,0,NA
J_11,2_Summer,2,8,Italy x Sweden,Dormant,High Humidity,8-IS_D_D,0,3,0
J_12,1_Autumn,1,8,Italy x Sweden,Non-Dormant,Control,8-IS_ND_C,1,4,0.25
J_12,1_Summer,1,8,Italy x Sweden,Non-Dormant,Control,8-IS_ND_C,0,0,NA
J_12,2_Autumn,2,8,Italy x Sweden,Non-Dormant,Control,8-IS_ND_C,0,0,NA
J_12,2_Summer,2,8,Italy x Sweden,Non-Dormant,Control,8-IS_ND_C,3,6,0.5
J_2,1_Autumn,1,4,Italy x Sweden,Dormant,Native Soil,4-IS-D-Soil,18,18,1
J_2,1_Summer,1,4,Italy x Sweden,Dormant,Native Soil,4-IS-D-Soil,0,1,0
J_2,2_Autumn,2,4,Italy x Sweden,Dormant,Native Soil,4-IS-D-Soil,32,32,1
J_2,2_Summer,2,4,Italy x Sweden,Dormant,Native Soil,4-IS-D-Soil,0,2,0
J_3,1_Autumn,1,4,UK x USA,Mixed,Control,4-TC_M_C,2,11,0.18181818181818182
J_3,1_Summer,1,4,UK x USA,Mixed,Control,4-TC_M_C,0,0,NA
J_3,2_Autumn,2,4,UK x USA,Mixed,Control,4-TC_M_C,0,0,NA
J_3,2_Summer,2,4,UK x USA,Mixed,Control,4-TC_M_C,0,1,0
J_4,1_Autumn,1,4,Italy x Sweden,Mixed,Native Soil,4-IS-M-Soil,5,5,1
J_4,1_Summer,1,4,Italy x Sweden,Mixed,Native Soil,4-IS-M-Soil,0,2,0
J_4,2_Autumn,2,4,Italy x Sweden,Mixed,Native Soil,4-IS-M-Soil,0,0,NA
J_4,2_Summer,2,4,Italy x Sweden,Mixed,Native Soil,4-IS-M-Soil,0,72,0
J_5,1_Autumn,1,5,Italy x Sweden,Dormant,Native Soil,5-IS-D-Soil,25,25,1
J_5,1_Summer,1,5,Italy x Sweden,Dormant,Native Soil,5-IS-D-Soil,0,0,NA
J_5,2_Autumn,2,5,Italy x Sweden,Dormant,Native Soil,5-IS-D-Soil,0,47,0
J_5,2_Summer,2,5,Italy x Sweden,Dormant,Native Soil,5-IS-D-Soil,82,83,0.9879518072289156
J_6,1_Autumn,1,5,Italy x Sweden,Non-Dormant,Native Soil,5-IS-ND-Soil,4,4,1
J_6,1_Summer,1,5,Italy x Sweden,Non-Dormant,Native Soil,5-IS-ND-Soil,0,0,NA
J_6,2_Autumn,2,5,Italy x Sweden,Non-Dormant,Native Soil,5-IS-ND-Soil,0,0,NA
J_6,2_Summer,2,5,Italy x Sweden,Non-Dormant,Native Soil,5-IS-ND-Soil,0,7,0
J_7,1_Autumn,1,5,Italy x Sweden,Dormant,High Humidity,5-IS_D_D,5,8,0.625
J_7,1_Summer,1,5,Italy x Sweden,Dormant,High Humidity,5-IS_D_D,0,2,0
J_7,2_Autumn,2,5,Italy x Sweden,Dormant,High Humidity,5-IS_D_D,0,0,NA
J_7,2_Summer,2,5,Italy x Sweden,Dormant,High Humidity,5-IS_D_D,0,3,0
J_8,1_Autumn,1,5,Germany x Tajikistan,Mixed,Control,5-BS_M_C,1,1,1
J_8,1_Summer,1,5,Germany x Tajikistan,Mixed,Control,5-BS_M_C,0,0,NA
J_8,2_Autumn,2,5,Germany x Tajikistan,Mixed,Control,5-BS_M_C,0,0,NA
J_8,2_Summer,2,5,Germany x Tajikistan,Mixed,Control,5-BS_M_C,3,10,0.3
J_9,1_Autumn,1,5,Italy x Sweden,Mixed,Native Soil,5-IS-M-Soil,17,18,0.9444444444444444
J_9,1_Summer,1,5,Italy x Sweden,Mixed,Native Soil,5-IS-M-Soil,0,4,0
J_9,2_Autumn,2,5,Italy x Sweden,Mixed,Native Soil,5-IS-M-Soil,6,9,0.6666666666666666
J_9,2_Summer,2,5,Italy x Sweden,Mixed,Native Soil,5-IS-M-Soil,16,138,0.11594202898550725
K_1,1_Autumn,1,7,Italy x Sweden,Non-Dormant,Litter,7-IS_ND_F,0,0,NA
K_1,1_Summer,1,7,Italy x Sweden,Non-Dormant,Litter,7-IS_ND_F,0,0,NA
K_1,2_Autumn,2,7,Italy x Sweden,Non-Dormant,Litter,7-IS_ND_F,5,5,1
K_1,2_Summer,2,7,Italy x Sweden,Non-Dormant,Litter,7-IS_ND_F,0,0,NA
K_10,1_Autumn,1,8,Italy x Sweden,Non-Dormant,Litter,8-IS_ND_F,0,1,0
K_10,1_Summer,1,8,Italy x Sweden,Non-Dormant,Litter,8-IS_ND_F,0,3,0
K_10,2_Autumn,2,8,Italy x Sweden,Non-Dormant,Litter,8-IS_ND_F,6,15,0.4
K_10,2_Summer,2,8,Italy x Sweden,Non-Dormant,Litter,8-IS_ND_F,0,0,NA
K_11,1_Autumn,1,8,Italy x Sweden,Mixed,High Humidity,8-IS_M_D,9,14,0.6428571428571429
K_11,1_Summer,1,8,Italy x Sweden,Mixed,High Humidity,8-IS_M_D,0,14,0
K_11,2_Autumn,2,8,Italy x Sweden,Mixed,High Humidity,8-IS_M_D,4,5,0.8
K_11,2_Summer,2,8,Italy x Sweden,Mixed,High Humidity,8-IS_M_D,0,0,NA
K_12,1_Autumn,1,8,Italy x Sweden,Dormant,Litter,8-IS_D_F,0,0,NA
K_12,1_Summer,1,8,Italy x Sweden,Dormant,Litter,8-IS_D_F,0,1,0
K_12,2_Autumn,2,8,Italy x Sweden,Dormant,Litter,8-IS_D_F,5,13,0.38461538461538464
K_12,2_Summer,2,8,Italy x Sweden,Dormant,Litter,8-IS_D_F,0,0,NA
K_13,1_Autumn,1,8,Germany x Tajikistan,Mixed,Control,8-BS_M_C,1,3,0.3333333333333333
K_13,1_Summer,1,8,Germany x Tajikistan,Mixed,Control,8-BS_M_C,0,0,NA
K_13,2_Autumn,2,8,Germany x Tajikistan,Mixed,Control,8-BS_M_C,0,2,0
K_13,2_Summer,2,8,Germany x Tajikistan,Mixed,Control,8-BS_M_C,0,0,NA
K_2,1_Autumn,1,7,UK x USA,Dormant,Control,7-TC_D_C,1,3,0.3333333333333333
K_2,1_Summer,1,7,UK x USA,Dormant,Control,7-TC_D_C,0,0,NA
K_2,2_Autumn,2,7,UK x USA,Dormant,Control,7-TC_D_C,0,1,0
K_2,2_Summer,2,7,UK x USA,Dormant,Control,7-TC_D_C,22,68,0.3235294117647059
K_3,1_Autumn,1,7,UK x USA,Mixed,Control,7-TC_M_C,0,0,NA
K_3,1_Summer,1,7,UK x USA,Mixed,Control,7-TC_M_C,0,0,NA
K_3,2_Autumn,2,7,UK x USA,Mixed,Control,7-TC_M_C,13,13,1
K_3,2_Summer,2,7,UK x USA,Mixed,Control,7-TC_M_C,33,33,1
K_4,1_Autumn,1,7,Italy x Sweden,Dormant,Control,7-IS_D_C,0,0,NA
K_4,1_Summer,1,7,Italy x Sweden,Dormant,Control,7-IS_D_C,0,0,NA
K_4,2_Autumn,2,7,Italy x Sweden,Dormant,Control,7-IS_D_C,5,19,0.2631578947368421
K_4,2_Summer,2,7,Italy x Sweden,Dormant,Control,7-IS_D_C,8,95,0.08421052631578947
K_5,1_Autumn,1,7,Italy x Sweden,Non-Dormant,High Humidity,7-IS_ND_D,0,0,NA
K_5,1_Summer,1,7,Italy x Sweden,Non-Dormant,High Humidity,7-IS_ND_D,0,14,0
K_5,2_Autumn,2,7,Italy x Sweden,Non-Dormant,High Humidity,7-IS_ND_D,1,3,0.3333333333333333
K_5,2_Summer,2,7,Italy x Sweden,Non-Dormant,High Humidity,7-IS_ND_D,0,0,NA
K_6,1_Autumn,1,7,Italy x Sweden,Mixed,Litter,7-IS_M_F,0,0,NA
K_6,1_Summer,1,7,Italy x Sweden,Mixed,Litter,7-IS_M_F,0,0,NA
K_6,2_Autumn,2,7,Italy x Sweden,Mixed,Litter,7-IS_M_F,0,2,0
K_6,2_Summer,2,7,Italy x Sweden,Mixed,Litter,7-IS_M_F,0,0,NA
K_7,1_Autumn,1,7,Germany x Tajikistan,Mixed,Control,7-BS_M_C,2,5,0.4
K_7,1_Summer,1,7,Germany x Tajikistan,Mixed,Control,7-BS_M_C,0,0,NA
K_7,2_Autumn,2,7,Germany x Tajikistan,Mixed,Control,7-BS_M_C,1,1,1
K_7,2_Summer,2,7,Germany x Tajikistan,Mixed,Control,7-BS_M_C,26,26,1
K_8,1_Autumn,1,8,Italy x Sweden,Non-Dormant,High Humidity,8-IS_ND_D,0,0,NA
K_8,1_Summer,1,8,Italy x Sweden,Non-Dormant,High Humidity,8-IS_ND_D,0,1,0
K_8,2_Autumn,2,8,Italy x Sweden,Non-Dormant,High Humidity,8-IS_ND_D,0,5,0
K_8,2_Summer,2,8,Italy x Sweden,Non-Dormant,High Humidity,8-IS_ND_D,0,0,NA
K_9,1_Autumn,1,8,Germany x Tajikistan,Dormant,Litter,8-BS_D_F,2,9,0.2222222222222222
K_9,1_Summer,1,8,Germany x Tajikistan,Dormant,Litter,8-BS_D_F,0,0,NA
K_9,2_Autumn,2,8,Germany x Tajikistan,Dormant,Litter,8-BS_D_F,1,2,0.5
K_9,2_Summer,2,8,Germany x Tajikistan,Dormant,Litter,8-BS_D_F,0,0,NA
L_1,1_Autumn,1,7,Italy x Sweden,Dormant,High Humidity,7-IS_D_D,0,3,0
L_1,1_Summer,1,7,Italy x Sweden,Dormant,High Humidity,7-IS_D_D,0,2,0
