Year,Block,PopId,RILSet,Dormancy,Envt,IndivID,BandColor,Fruits
2,2,F_8,IS,Non-Dormant,Native Soil,NA,NA,0
2,2,F_8,IS,Non-Dormant,Native Soil,NA,NA,0
2,2,F_8,IS,Non-Dormant,Native Soil,NA,NA,0
1,3,A_10,IS,Non-Dormant,Litter,2,blue,0
1,3,A_10,IS,Non-Dormant,Litter,NA,NA,0
1,3,A_10,IS,Non-Dormant,Litter,NA,NA,0
1,3,A_10,IS,Non-Dormant,Litter,NA,NA,0
1,3,A_9,IS,Dormant,Native Soil,1,pink,516
1,3,A_9,IS,Dormant,Native Soil,2,yellow,362
1,3,A_9,IS,Dormant,Native Soil,4,green,6
1,3,A_9,IS,Dormant,Native Soil,5,purple,70
1,3,A_9,IS,Dormant,Native Soil,6,blue,18
1,3,A_9,IS,Dormant,Native Soil,7,IC,94
1,3,A_9,IS,Dormant,Native Soil,8,IC,13
1,3,A_9,IS,Dormant,Native Soil,9,IC,4
1,3,A_9,IS,Dormant,Native Soil,10,IC,14
1,3,A_9,IS,Dormant,Native Soil,11,IC,110
1,3,A_9,IS,Dormant,Native Soil,12,IC,8
1,3,A_9,IS,Dormant,Native Soil,13,IC,22
1,3,A_9,IS,Dormant,Native Soil,14,IC,14
1,3,A_9,IS,Dormant,Native Soil,15,IC,5
1,3,A_9,IS,Dormant,Native Soil,16,IC,25
1,3,A_9,IS,Dormant,Native Soil,17,IC,18
1,3,A_9,IS,Dormant,Native Soil,18,IC,6
1,3,A_9,IS,Dormant,Native Soil,19,IC,28
1,3,A_9,IS,Dormant,Native Soil,20,OC,188
1,3,A_9,IS,Dormant,Native Soil,3,orange,0
2,3,A_9,IS,Dormant,Native Soil,1,purple,1
2,3,A_9,IS,Dormant,Native Soil,2,pink,3
2,3,A_9,IS,Dormant,Native Soil,4,green,3
2,3,A_9,IS,Dormant,Native Soil,5,orange,7
2,3,A_9,IS,Dormant,Native Soil,10,purple-orange,13
2,3,A_9,IS,Dormant,Native Soil,11,purple-yellow,13
2,3,A_9,IS,Dormant,Native Soil,12,pink-blue,5
2,3,A_9,IS,Dormant,Native Soil,13,pink-green,6
2,3,A_9,IS,Dormant,Native Soil,14,pink-yellow,1
2,3,A_9,IS,Dormant,Native Soil,15,orange-blue,2
2,3,A_9,IS,Dormant,Native Soil,17,blue-green,4
2,3,A_9,IS,Dormant,Native Soil,18,unmarked,3
2,3,A_9,IS,Dormant,Native Soil,19,unmarked,7
2,3,A_9,IS,Dormant,Native Soil,20,unmarked,11
2,3,A_9,IS,Dormant,Native Soil,2.1,pink,0
2,3,A_9,IS,Dormant,Native Soil,3,blue,0
2,3,A_9,IS,Dormant,Native Soil,6,yellow,0
2,3,A_9,IS,Dormant,Native Soil,7,purple-pink,0
2,3,A_9,IS,Dormant,Native Soil,8,purple-blue,0
2,3,A_9,IS,Dormant,Native Soil,9,purple-green,0
1,3,B_11,IS,Non-Dormant,Native Soil,1,green,12
1,3,B_11,IS,Non-Dormant,Native Soil,2,yellow,2
1,3,B_11,IS,Non-Dormant,Native Soil,3,purple,8
1,3,B_11,IS,Non-Dormant,Native Soil,4,pink,2
1,3,B_11,IS,Non-Dormant,Native Soil,5,IC,27
1,3,B_11,IS,Non-Dormant,Native Soil,6,IC,10
1,3,B_11,IS,Non-Dormant,Native Soil,7,IC,8
1,3,B_11,IS,Non-Dormant,Native Soil,8,IC,7
1,3,B_11,IS,Non-Dormant,Native Soil,9,IC,4
1,3,B_11,IS,Non-Dormant,Native Soil,10,IC,5
1,3,B_11,IS,Non-Dormant,Native Soil,11,IC,4
1,3,B_11,IS,Non-Dormant,Native Soil,12,IC,14
1,3,B_11,IS,Non-Dormant,Native Soil,13,IC,4
1,3,B_11,IS,Non-Dormant,Native Soil,14,IC,53
1,3,B_11,IS,Non-Dormant,Native Soil,15,IC,10
1,3,B_11,IS,Non-Dormant,Native Soil,16,IC,16
1,3,B_11,IS,Non-Dormant,Native Soil,17,OC,17
1,3,B_11,IS,Non-Dormant,Native Soil,18,OC,79
1,3,B_11,IS,Non-Dormant,Native Soil,19,OC,33
1,3,B_11,IS,Non-Dormant,Native Soil,20,OC,51
2,3,B_11,IS,Non-Dormant,Native Soil,NA,NA,0
2,3,B_11,IS,Non-Dormant,Native Soil,NA,NA,0
1,3,B_12,IS,Mixed,Native Soil,2,green,4
1,3,B_12,IS,Mixed,Native Soil,3,purple,8
1,3,B_12,IS,Mixed,Native Soil,5,yellow,4
1,3,B_12,IS,Mixed,Native Soil,6,IC,5
1,3,B_12,IS,Mixed,Native Soil,7,IC,7
1,3,B_12,IS,Mixed,Native Soil,8,IC,3
1,3,B_12,IS,Mixed,Native Soil,9,IC,11
1,3,B_12,IS,Mixed,Native Soil,10,IC,5
1,3,B_12,IS,Mixed,Native Soil,11,IC,3
1,3,B_12,IS,Mixed,Native Soil,12,IC,23
1,3,B_12,IS,Mixed,Native Soil,13,IC,8
1,3,B_12,IS,Mixed,Native Soil,14,IC,45
1,3,B_12,IS,Mixed,Native Soil,15,IC,9
1,3,B_12,IS,Mixed,Native Soil,16,IC,15
1,3,B_12,IS,Mixed,Native Soil,17,IC,16
1,3,B_12,IS,Mixed,Native Soil,18,IC,7
1,3,B_12,IS,Mixed,Native Soil,19,IC,5
1,3,B_12,IS,Mixed,Native Soil,20,OC,62
1,3,B_12,IS,Mixed,Native Soil,1,blue,0
1,3,B_12,IS,Mixed,Native Soil,2.1,green,0
2,3,B_12,IS,Mixed,Native Soil,NA,NA,0
2,3,B_12,IS,Mixed,Native Soil,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,2,yellow,33
1,3,C_10,IS,Dormant,High Humidity,3,OC,71
1,3,C_10,IS,Dormant,High Humidity,4,OC,554
1,3,C_10,IS,Dormant,High Humidity,1,purple,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,NA
1,3,C_10,IS,Dormant,High Humidity,NA,NA,NA
1,3,C_10,IS,Dormant,High Humidity,NA,NA,NA
1,3,C_10,IS,Dormant,High Humidity,NA,NA,NA
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
1,3,C_10,IS,Dormant,High Humidity,NA,NA,0
2,3,C_10,IS,Dormant,High Humidity,6,green,3
2,3,C_10,IS,Dormant,High Humidity,7,purple-yellow,2
2,3,C_10,IS,Dormant,High Humidity,11,orange-green,7
2,3,C_10,IS,Dormant,High Humidity,12,orange-blue,4
2,3,C_10,IS,Dormant,High Humidity,13,orange-purple,2
2,3,C_10,IS,Dormant,High Humidity,14,orange-pink,7
2,3,C_10,IS,Dormant,High Humidity,16,blue-pink,4
2,3,C_10,IS,Dormant,High Humidity,18,blue-yellow,1
2,3,C_10,IS,Dormant,High Humidity,19,pink-yellow,2
2,3,C_10,IS,Dormant,High Humidity,20,pink-purple,4
2,3,C_10,IS,Dormant,High Humidity,1,yellow,0
2,3,C_10,IS,Dormant,High Humidity,2,purple ,0
2,3,C_10,IS,Dormant,High Humidity,4,pink,0
2,3,C_10,IS,Dormant,High Humidity,5,blue,0
2,3,C_10,IS,Dormant,High Humidity,8,green-yellow,0
2,3,C_10,IS,Dormant,High Humidity,9,orange-yellow,0
2,3,C_10,IS,Dormant,High Humidity,10,purple-green,0
1,3,C_13,IS,Mixed,High Humidity,1,OC,26
1,3,C_13,IS,Mixed,High Humidity,2,OC,30
1,3,C_13,IS,Mixed,High Humidity,3,OC,62
1,3,C_13,IS,Mixed,High Humidity,4,OC,80
1,3,C_13,IS,Mixed,High Humidity,5,OC,31
2,3,C_9,IS,Mixed,Control,1,unmarked,28
2,3,C_9,IS,Mixed,Control,NA,NA,0
1,3,D_10,IS,Mixed,Litter,1,orange,0
1,3,D_10,IS,Mixed,Litter,2,blue,0
1,3,D_10,IS,Mixed,Litter,NA,NA,NA
1,3,D_10,IS,Mixed,Litter,NA,NA,NA
1,3,D_10,IS,Mixed,Litter,NA,NA,0
1,3,D_10,IS,Mixed,Litter,NA,NA,0
1,3,D_10,IS,Mixed,Litter,NA,NA,0
1,3,D_10,IS,Mixed,Litter,NA,NA,0
1,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
2,3,D_10,IS,Mixed,Litter,NA,NA,0
1,3,D_13,IS,Dormant,Control,1,yellow,21
1,3,D_13,IS,Dormant,Control,2,OC,80
1,3,D_13,IS,Dormant,Control,3,OC,135
1,3,D_13,IS,Dormant,Control,4,OC,22
1,3,D_13,IS,Dormant,Control,5,OC,83
1,3,D_13,IS,Dormant,Control,6,OC,25
1,3,D_13,IS,Dormant,Control,7,OC,62
2,3,D_13,IS,Dormant,Control,NA,NA,0
2,3,D_13,IS,Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,2,IC,5
1,3,D_9,IS,Non-Dormant,Control,3,IC,2
1,3,D_9,IS,Non-Dormant,Control,4,OC,110
1,3,D_9,IS,Non-Dormant,Control,5,OC,339
1,3,D_9,IS,Non-Dormant,Control,6,OC,320
1,3,D_9,IS,Non-Dormant,Control,1,yellow,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,NA
1,3,D_9,IS,Non-Dormant,Control,NA,NA,NA
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
1,3,D_9,IS,Non-Dormant,Control,NA,NA,0
2,3,D_9,IS,Non-Dormant,Control,6,yellow,14
2,3,D_9,IS,Non-Dormant,Control,7,purple-pink,9
2,3,D_9,IS,Non-Dormant,Control,8,blue-green,13
2,3,D_9,IS,Non-Dormant,Control,12,pink-yellow,8
2,3,D_9,IS,Non-Dormant,Control,13,orange-blue,4
2,3,D_9,IS,Non-Dormant,Control,14,orange-purple,5
2,3,D_9,IS,Non-Dormant,Control,15,purple-green,3
2,3,D_9,IS,Non-Dormant,Control,16,purple-yellow,5
2,3,D_9,IS,Non-Dormant,Control,17,pink-blue,3
2,3,D_9,IS,Non-Dormant,Control,18,pink-orange,13
2,3,D_9,IS,Non-Dormant,Control,19,blue-yellow,8
2,3,D_9,IS,Non-Dormant,Control,20,green-orange,5
2,3,D_9,IS,Non-Dormant,Control,2,pink,0
2,3,D_9,IS,Non-Dormant,Control,3,blue,0
2,3,D_9,IS,Non-Dormant,Control,4,green,0
2,3,D_9,IS,Non-Dormant,Control,5,orange,0
2,3,D_9,IS,Non-Dormant,Control,9,orange-yellow,0
2,3,D_9,IS,Non-Dormant,Control,10,purple-blue,0
2,3,D_9,IS,Non-Dormant,Control,11.1,pink-green,0
2,3,D_9,IS,Non-Dormant,Control,11.2,pink-green,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
2,3,E_13,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,E_1,IS,Non-Dormant,Native Soil,1,orange,22
1,4,E_1,IS,Non-Dormant,Native Soil,2,pink,16
1,4,E_1,IS,Non-Dormant,Native Soil,3,yellow,22
1,4,E_1,IS,Non-Dormant,Native Soil,4,purple,9
1,4,E_1,IS,Non-Dormant,Native Soil,5,green,8
1,4,E_1,IS,Non-Dormant,Native Soil,6,blue,8
1,4,E_1,IS,Non-Dormant,Native Soil,7,purple-orange,12
1,4,E_1,IS,Non-Dormant,Native Soil,8,purple-pink,27
1,4,E_1,IS,Non-Dormant,Native Soil,9,green-orange,37
1,4,E_1,IS,Non-Dormant,Native Soil,10,yellow-blue,3
1,4,E_1,IS,Non-Dormant,Native Soil,11,IC,24
1,4,E_1,IS,Non-Dormant,Native Soil,12,IC,15
1,4,E_1,IS,Non-Dormant,Native Soil,13,IC,6
1,4,E_1,IS,Non-Dormant,Native Soil,14,IC,12
1,4,E_1,IS,Non-Dormant,Native Soil,15,IC,18
1,4,E_1,IS,Non-Dormant,Native Soil,16,IC,4
1,4,E_1,IS,Non-Dormant,Native Soil,17,IC,16
1,4,E_1,IS,Non-Dormant,Native Soil,18,IC,9
1,4,E_1,IS,Non-Dormant,Native Soil,19,IC,13
1,4,E_1,IS,Non-Dormant,Native Soil,20,IC,10
2,4,E_1,IS,Non-Dormant,Native Soil,1,unmarked,11
2,4,E_1,IS,Non-Dormant,Native Soil,2,unmarked,3
2,4,E_1,IS,Non-Dormant,Native Soil,3,unmarked,3
2,4,E_1,IS,Non-Dormant,Native Soil,4,unmarked,1
2,4,E_1,IS,Non-Dormant,Native Soil,5,unmarked,2
2,4,E_1,IS,Non-Dormant,Native Soil,6,unmarked,12
2,4,E_1,IS,Non-Dormant,Native Soil,7,unmarked,2
2,4,E_1,IS,Non-Dormant,Native Soil,8,unmarked,3
2,4,E_1,IS,Non-Dormant,Native Soil,9,unmarked,1
2,4,E_1,IS,Non-Dormant,Native Soil,10,unmarked,6
1,4,E_2,IS,Mixed,Control,3,blue,6
1,4,E_2,IS,Mixed,Control,4,IC,29
1,4,E_2,IS,Mixed,Control,5,IC,93
1,4,E_2,IS,Mixed,Control,6,OC,35
1,4,E_2,IS,Mixed,Control,7,OC,301
1,4,E_2,IS,Mixed,Control,8,OC,9
1,4,E_2,IS,Mixed,Control,9,OC,57
1,4,E_2,IS,Mixed,Control,10,OC,207
1,4,E_2,IS,Mixed,Control,11,OC,25
1,4,E_2,IS,Mixed,Control,12,OC,57
1,4,E_2,IS,Mixed,Control,13,OC,14
1,4,E_2,IS,Mixed,Control,14,OC,12
1,4,E_2,IS,Mixed,Control,15,OC,8
1,4,E_2,IS,Mixed,Control,16,OC,57
1,4,E_2,IS,Mixed,Control,17,OC,438
1,4,E_2,IS,Mixed,Control,1.1,purple,0
1,4,E_2,IS,Mixed,Control,1.2,purple,0
1,4,E_2,IS,Mixed,Control,2.2,yellow,0
1,4,E_2,IS,Mixed,Control,2.3,yellow,0
1,4,E_2,IS,Mixed,Control,3.1,blue,0
1,4,E_2,IS,Mixed,Control,3.2,blue,0
2,4,E_2,IS,Mixed,Control,1,unmarked,0
2,4,E_2,IS,Mixed,Control,2,unmarked,1
2,4,E_2,IS,Mixed,Control,3,unmarked,3
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
2,4,E_2,IS,Mixed,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,2,IC,279
1,4,E_3,IS,Non-Dormant,Control,1,green,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
2,4,E_3,IS,Non-Dormant,Control,NA,NA,0
1,4,F_3,IS,Dormant,High Humidity,1,purple,419
1,4,F_3,IS,Dormant,High Humidity,2,orange,16
1,4,F_3,IS,Dormant,High Humidity,5,blue,21
1,4,F_3,IS,Dormant,High Humidity,6,pink,70
1,4,F_3,IS,Dormant,High Humidity,7,IC,28
1,4,F_3,IS,Dormant,High Humidity,8,IC,22
1,4,F_3,IS,Dormant,High Humidity,9,IC,36
1,4,F_3,IS,Dormant,High Humidity,10,IC,9
1,4,F_3,IS,Dormant,High Humidity,11,IC,35
1,4,F_3,IS,Dormant,High Humidity,12,OC,79
1,4,F_3,IS,Dormant,High Humidity,13,OC,50
1,4,F_3,IS,Dormant,High Humidity,14,OC,22
1,4,F_3,IS,Dormant,High Humidity,15,OC,153
1,4,F_3,IS,Dormant,High Humidity,16,OC,273
1,4,F_3,IS,Dormant,High Humidity,17,OC,33
1,4,F_3,IS,Dormant,High Humidity,18,OC,47
1,4,F_3,IS,Dormant,High Humidity,19,OC,28
1,4,F_3,IS,Dormant,High Humidity,20,OC,1000
1,4,F_3,IS,Dormant,High Humidity,3.1,green,0
1,4,F_3,IS,Dormant,High Humidity,4,yellow,0
2,4,F_3,IS,Dormant,High Humidity,15,yellow-orange,4
2,4,F_3,IS,Dormant,High Humidity,16,pink-blue,4
2,4,F_3,IS,Dormant,High Humidity,17,purple-yellow,5
2,4,F_3,IS,Dormant,High Humidity,18,purple,3
2,4,F_3,IS,Dormant,High Humidity,19,green,6
2,4,F_3,IS,Dormant,High Humidity,20,orange-pink,4
2,4,F_3,IS,Dormant,High Humidity,1,orange,0
2,4,F_3,IS,Dormant,High Humidity,2,yellow,0
2,4,F_3,IS,Dormant,High Humidity,3,pink,0
2,4,F_3,IS,Dormant,High Humidity,6,green-yellow,0
2,4,F_3,IS,Dormant,High Humidity,7,purple-orange,0
2,4,F_3,IS,Dormant,High Humidity,9,purple-pink,0
2,4,F_3,IS,Dormant,High Humidity,10.2,blue-yellow,0
2,4,F_3,IS,Dormant,High Humidity,11,pink-green,0
2,4,F_3,IS,Dormant,High Humidity,12,orange-green,0
2,4,F_3,IS,Dormant,High Humidity,13,purple-green,0
2,4,F_3,IS,Dormant,High Humidity,14,blue-green,0
1,4,F_4,IS,Mixed,High Humidity,1,orange,211
1,4,F_4,IS,Mixed,High Humidity,3,blue,4
1,4,F_4,IS,Mixed,High Humidity,4,purple,16
1,4,F_4,IS,Mixed,High Humidity,5,pink,51
1,4,F_4,IS,Mixed,High Humidity,6,IC,7
1,4,F_4,IS,Mixed,High Humidity,7,IC,7
1,4,F_4,IS,Mixed,High Humidity,8,IC,84
1,4,F_4,IS,Mixed,High Humidity,9,IC,13
1,4,F_4,IS,Mixed,High Humidity,10,IC,24
1,4,F_4,IS,Mixed,High Humidity,11,IC,56
1,4,F_4,IS,Mixed,High Humidity,12,IC,34
1,4,F_4,IS,Mixed,High Humidity,13,IC,32
1,4,F_4,IS,Mixed,High Humidity,14,IC,52
1,4,F_4,IS,Mixed,High Humidity,15,IC,9
1,4,F_4,IS,Mixed,High Humidity,16,IC,106
1,4,F_4,IS,Mixed,High Humidity,17,IC,55
1,4,F_4,IS,Mixed,High Humidity,18,IC,212
1,4,F_4,IS,Mixed,High Humidity,19,OC,50
1,4,F_4,IS,Mixed,High Humidity,20,OC,783
2,4,F_4,IS,Mixed,High Humidity,8,purple-pink,13
2,4,F_4,IS,Mixed,High Humidity,11,pink-yellow,4
2,4,F_4,IS,Mixed,High Humidity,12,blue,2
2,4,F_4,IS,Mixed,High Humidity,14,orange-green,15
2,4,F_4,IS,Mixed,High Humidity,15,orange-purple,49
2,4,F_4,IS,Mixed,High Humidity,16,blue-yellow,5
2,4,F_4,IS,Mixed,High Humidity,17,unmarked,4
2,4,F_4,IS,Mixed,High Humidity,18,unmarked,9
2,4,F_4,IS,Mixed,High Humidity,19,unmarked,3
2,4,F_4,IS,Mixed,High Humidity,20,unmarked,1
2,4,F_4,IS,Mixed,High Humidity,21,unmarked,4
2,4,F_4,IS,Mixed,High Humidity,22,unmarked,5
2,4,F_4,IS,Mixed,High Humidity,23,unmarked,9
2,4,F_4,IS,Mixed,High Humidity,24,unmarked,1
2,4,F_4,IS,Mixed,High Humidity,25,unmarked,2
2,4,F_4,IS,Mixed,High Humidity,26,unmarked,4
2,4,F_4,IS,Mixed,High Humidity,27,unmarked,7
2,4,F_4,IS,Mixed,High Humidity,28,unmarked,2
2,4,F_4,IS,Mixed,High Humidity,29,unmarked,3
2,4,F_4,IS,Mixed,High Humidity,30,unmarked,3
2,4,F_4,IS,Mixed,High Humidity,31,unmarked,1
2,4,F_4,IS,Mixed,High Humidity,32,unmarked,2
2,4,F_4,IS,Mixed,High Humidity,33,unmarked,3
2,4,F_4,IS,Mixed,High Humidity,34,unmarked,1
2,4,F_4,IS,Mixed,High Humidity,35,unmarked,4
1,4,G_2,IS,Dormant,Control,2,IC,14
1,4,G_2,IS,Dormant,Control,3,OC,9
1,4,G_2,IS,Dormant,Control,4,OC,256
1,4,G_2,IS,Dormant,Control,5,OC,777
1,4,G_2,IS,Dormant,Control,6,OC,7
1,4,G_2,IS,Dormant,Control,7,OC,9
1,4,G_2,IS,Dormant,Control,8,OC,87
1,4,G_2,IS,Dormant,Control,1,green,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
